di 	gli 	gal 	gos3 	gos4 	lac 	 glb 
0.477402 	0.002961 	-0.001710 	0.003520 	-0.000595 	0.477296 	 0.000095 
0.481943 	0.009731 	-0.003127 	0.012156 	-0.000223 	0.481773 	 0.000153 
0.473181 	0.008860 	-0.002321 	0.009585 	-0.000306 	0.473021 	 0.000146 
0.484401 	0.007858 	-0.002465 	0.009358 	-0.000269 	0.484272 	 0.000115 
0.484762 	0.008526 	-0.001063 	0.007677 	-0.000275 	0.484631 	 0.000093 
0.477527 	0.010995 	-0.000708 	0.009293 	-0.000243 	0.477407 	 0.000094 
0.483386 	0.014598 	-0.001758 	0.015103 	-0.000103 	0.483215 	 0.000194 
0.485338 	0.014249 	-0.001129 	0.012931 	-0.000124 	0.485124 	 0.000208 
0.481651 	0.011774 	-0.000435 	0.009648 	-0.000065 	0.481529 	 0.000098 
0.466691 	0.013770 	0.001071 	0.010412 	-0.000157 	0.466565 	 0.000120 
0.471187 	0.018929 	0.001646 	0.013953 	0.000014 	0.471020 	 0.000168 
0.485908 	0.009170 	-0.001180 	0.008392 	-0.000366 	0.485761 	 0.000103 
0.477125 	0.018356 	0.001579 	0.013553 	0.000172 	0.476970 	 0.000138 
0.482095 	0.009109 	-0.001060 	0.008276 	-0.000274 	0.481937 	 0.000138 
0.485061 	0.016643 	0.002516 	0.011422 	-0.000027 	0.484891 	 0.000149 
0.477696 	0.022360 	0.002918 	0.015581 	0.000330 	0.477514 	 0.000144 
0.463513 	0.018379 	0.001065 	0.014859 	0.000304 	0.463345 	 0.000180 
0.462384 	0.010391 	-0.001783 	0.010256 	-0.000215 	0.462188 	 0.000196 
0.472981 	0.017832 	-0.000055 	0.014976 	0.000047 	0.472730 	 0.000243 
0.457497 	0.017200 	-0.001229 	0.015444 	0.000183 	0.457248 	 0.000256 
0.460060 	0.018059 	-0.000064 	0.014514 	0.000084 	0.459823 	 0.000254 
0.471180 	0.013548 	-0.001515 	0.013026 	-0.000253 	0.470969 	 0.000208 
0.460224 	0.017536 	-0.000151 	0.015422 	0.000146 	0.459973 	 0.000239 
0.450182 	0.023132 	0.000547 	0.019184 	0.000354 	0.449884 	 0.000300 
0.461372 	0.019020 	0.000203 	0.015523 	0.000154 	0.461129 	 0.000243 
0.460072 	0.017522 	-0.000110 	0.014185 	0.000084 	0.459841 	 0.000233 
0.452164 	0.025127 	0.001993 	0.019122 	0.000462 	0.451907 	 0.000248 
0.447387 	0.024410 	0.002034 	0.019517 	0.000348 	0.447115 	 0.000258 
0.457753 	0.022150 	0.001209 	0.017449 	0.000392 	0.457494 	 0.000264 
0.449541 	0.024175 	0.001649 	0.018240 	0.000490 	0.449293 	 0.000235 
0.451862 	0.025577 	0.002357 	0.019249 	0.000418 	0.451611 	 0.000223 
0.450601 	0.026672 	0.002555 	0.020281 	0.000466 	0.450308 	 0.000301 
0.463242 	0.023744 	0.000850 	0.019557 	0.000387 	0.462948 	 0.000283 
0.454822 	0.030408 	0.002889 	0.022868 	0.000804 	0.454534 	 0.000275 
0.442536 	0.031189 	0.004230 	0.021846 	0.000799 	0.442229 	 0.000315 
0.456086 	0.025935 	0.002016 	0.019368 	0.000445 	0.455836 	 0.000244 
0.440775 	0.025816 	0.003255 	0.019791 	0.000452 	0.440547 	 0.000235 
0.455110 	0.025194 	0.002257 	0.018614 	0.000368 	0.454825 	 0.000295 
0.451457 	0.034607 	0.003289 	0.026304 	0.000815 	0.451115 	 0.000352 
0.453475 	0.031755 	0.003943 	0.022491 	0.000793 	0.453145 	 0.000334 
0.450044 	0.031855 	0.004519 	0.022550 	0.000788 	0.449760 	 0.000282 
0.443143 	0.030941 	0.003444 	0.023526 	0.000698 	0.442845 	 0.000293 
0.453882 	0.034376 	0.005367 	0.023342 	0.000875 	0.453577 	 0.000286 
0.446106 	0.033703 	0.003936 	0.025416 	0.000825 	0.445802 	 0.000319 
0.440135 	0.034712 	0.006350 	0.022687 	0.000910 	0.439878 	 0.000253 
0.433443 	0.040982 	0.007091 	0.027743 	0.001168 	0.433132 	 0.000306 
0.433949 	0.034746 	0.004840 	0.025070 	0.000854 	0.433625 	 0.000332 
0.437722 	0.035398 	0.005166 	0.024422 	0.000934 	0.437414 	 0.000305 
0.446694 	0.030322 	0.004252 	0.021074 	0.000515 	0.446421 	 0.000282 
0.434229 	0.038726 	0.006291 	0.026644 	0.001087 	0.433892 	 0.000341 
0.437969 	0.039025 	0.005413 	0.027934 	0.001068 	0.437618 	 0.000332 
0.442522 	0.036933 	0.006712 	0.025061 	0.000901 	0.442225 	 0.000290 
0.420871 	0.041358 	0.006902 	0.029389 	0.001175 	0.420557 	 0.000302 
0.430890 	0.041453 	0.006907 	0.027999 	0.001196 	0.430581 	 0.000300 
0.431875 	0.038359 	0.006343 	0.025975 	0.000954 	0.431517 	 0.000355 
0.436559 	0.039142 	0.006519 	0.026691 	0.001055 	0.436222 	 0.000322 
0.432348 	0.043689 	0.007505 	0.030259 	0.001165 	0.432013 	 0.000342 
0.446022 	0.039384 	0.006144 	0.027445 	0.000979 	0.445692 	 0.000308 
0.437463 	0.037044 	0.005860 	0.025492 	0.000797 	0.437099 	 0.000351 
0.442060 	0.042739 	0.006925 	0.029017 	0.001225 	0.441670 	 0.000393 
0.437117 	0.042075 	0.007237 	0.029086 	0.001159 	0.436732 	 0.000396 
0.435974 	0.038176 	0.006309 	0.025157 	0.001016 	0.435636 	 0.000323 
0.442082 	0.041058 	0.006709 	0.028210 	0.001239 	0.441760 	 0.000316 
0.443539 	0.037795 	0.005572 	0.025398 	0.001077 	0.443172 	 0.000364 
0.446571 	0.037086 	0.007277 	0.023468 	0.001077 	0.446248 	 0.000315 
0.446304 	0.040914 	0.007570 	0.026523 	0.001040 	0.445969 	 0.000317 
0.435804 	0.038498 	0.006008 	0.026020 	0.001016 	0.435449 	 0.000361 
0.437391 	0.038684 	0.007084 	0.024997 	0.001007 	0.437035 	 0.000346 
0.441673 	0.039471 	0.007695 	0.025288 	0.001006 	0.441308 	 0.000365 
0.431495 	0.042944 	0.007404 	0.029135 	0.001233 	0.431128 	 0.000370 
0.426000 	0.046611 	0.008730 	0.030385 	0.001415 	0.425629 	 0.000354 
0.427165 	0.044379 	0.008573 	0.028435 	0.001238 	0.426780 	 0.000377 
0.431835 	0.039906 	0.007226 	0.026210 	0.001046 	0.431469 	 0.000367 
0.437253 	0.042381 	0.007799 	0.028207 	0.001102 	0.436887 	 0.000368 
0.431122 	0.041540 	0.007743 	0.027884 	0.001192 	0.430771 	 0.000361 
0.421843 	0.043183 	0.009081 	0.026719 	0.001215 	0.421496 	 0.000346 
0.421161 	0.042937 	0.007800 	0.028833 	0.001098 	0.420769 	 0.000404 
0.425373 	0.040126 	0.006721 	0.026698 	0.001051 	0.424961 	 0.000409 
0.427883 	0.042543 	0.007827 	0.027454 	0.001167 	0.427484 	 0.000389 
0.441672 	0.045677 	0.008416 	0.030254 	0.001268 	0.441243 	 0.000424 
0.433492 	0.044892 	0.009021 	0.027770 	0.001235 	0.433113 	 0.000360 
0.424740 	0.046126 	0.009658 	0.028003 	0.001482 	0.424393 	 0.000338 
0.413905 	0.045817 	0.009415 	0.029101 	0.001397 	0.413534 	 0.000365 
0.433108 	0.046409 	0.008441 	0.030187 	0.001323 	0.432702 	 0.000418 
0.428383 	0.041260 	0.008534 	0.025216 	0.001083 	0.427992 	 0.000372 
0.430087 	0.051662 	0.011254 	0.031877 	0.001613 	0.429684 	 0.000408 
0.416326 	0.047171 	0.009570 	0.030638 	0.001452 	0.415977 	 0.000361 
