di 	gli 	gal 	gos3 	gos4 	lac 	 glb 
0.467607 	0.004065 	-0.000946 	0.005093 	-0.000480 	0.467493 	 0.000114 
0.478237 	0.012824 	-0.002126 	0.014180 	-0.000046 	0.478072 	 0.000148 
0.465791 	0.007410 	-0.002784 	0.009240 	-0.000374 	0.465641 	 0.000155 
0.480040 	0.009262 	-0.001589 	0.009074 	-0.000166 	0.479924 	 0.000115 
0.479072 	0.012015 	0.000282 	0.009548 	-0.000073 	0.478972 	 0.000082 
0.471782 	0.012823 	0.000356 	0.009707 	-0.000119 	0.471676 	 0.000095 
0.477886 	0.014878 	-0.001922 	0.015300 	-0.000114 	0.477706 	 0.000165 
0.478319 	0.014950 	-0.001257 	0.013456 	-0.000104 	0.478105 	 0.000205 
0.474219 	0.011042 	0.000181 	0.008085 	-0.000066 	0.474114 	 0.000085 
0.466526 	0.010599 	0.001076 	0.008328 	-0.000263 	0.466417 	 0.000093 
0.465528 	0.018981 	0.002179 	0.013205 	0.000007 	0.465382 	 0.000147 
0.483815 	0.009270 	0.000240 	0.007700 	-0.000306 	0.483706 	 0.000102 
0.480901 	0.015748 	0.001086 	0.011579 	0.000062 	0.480771 	 0.000107 
0.470654 	0.011662 	0.000268 	0.009999 	-0.000051 	0.470498 	 0.000136 
0.487678 	0.011819 	0.001784 	0.007693 	-0.000226 	0.487556 	 0.000116 
0.471743 	0.018535 	0.003105 	0.013088 	0.000231 	0.471623 	 0.000095 
0.470841 	0.021680 	0.002109 	0.014430 	0.000401 	0.470671 	 0.000173 
0.470670 	0.012045 	-0.001747 	0.010760 	-0.000148 	0.470490 	 0.000192 
0.476447 	0.017731 	-0.000333 	0.014860 	0.000056 	0.476221 	 0.000231 
0.457653 	0.022597 	-0.001213 	0.020662 	0.000474 	0.457379 	 0.000287 
0.461219 	0.019973 	-0.000034 	0.016522 	0.000180 	0.460965 	 0.000276 
0.468856 	0.016485 	-0.001482 	0.016413 	-0.000122 	0.468626 	 0.000241 
0.466519 	0.017719 	-0.000203 	0.014972 	0.000128 	0.466295 	 0.000221 
0.457479 	0.023525 	-0.000100 	0.020169 	0.000343 	0.457176 	 0.000319 
0.457824 	0.020138 	0.000888 	0.016182 	0.000246 	0.457591 	 0.000251 
0.459336 	0.020071 	0.000728 	0.015844 	0.000196 	0.459106 	 0.000235 
0.453088 	0.025614 	0.001833 	0.020493 	0.000559 	0.452846 	 0.000244 
0.459459 	0.024635 	0.001830 	0.019168 	0.000364 	0.459194 	 0.000254 
0.461573 	0.021229 	0.000575 	0.017468 	0.000364 	0.461327 	 0.000255 
0.451243 	0.025608 	0.001867 	0.020121 	0.000606 	0.450974 	 0.000271 
0.456135 	0.023917 	0.002465 	0.018950 	0.000453 	0.455918 	 0.000214 
0.456578 	0.027274 	0.002272 	0.020934 	0.000482 	0.456285 	 0.000289 
0.465056 	0.024828 	0.001301 	0.020308 	0.000483 	0.464784 	 0.000289 
0.452884 	0.030871 	0.003221 	0.023271 	0.000842 	0.452592 	 0.000291 
0.439014 	0.035767 	0.004946 	0.025130 	0.000988 	0.438701 	 0.000295 
0.458326 	0.028592 	0.002260 	0.021408 	0.000559 	0.458068 	 0.000261 
0.448635 	0.025311 	0.002966 	0.019465 	0.000370 	0.448392 	 0.000245 
0.458621 	0.026468 	0.002361 	0.019267 	0.000424 	0.458340 	 0.000284 
0.455223 	0.036321 	0.003815 	0.027548 	0.000949 	0.454894 	 0.000333 
0.456758 	0.033193 	0.003985 	0.023551 	0.000873 	0.456434 	 0.000330 
0.452998 	0.031678 	0.004221 	0.023023 	0.000796 	0.452723 	 0.000266 
0.444979 	0.030530 	0.003579 	0.023170 	0.000664 	0.444698 	 0.000280 
0.458792 	0.033849 	0.005753 	0.022236 	0.000822 	0.458540 	 0.000239 
