di 	gli 	gal 	gos3 	gos4 	lac 	 glb 
0.458102 	0.017035 	0.001627 	0.014216 	-0.000053 	0.457958 	 0.000133 
0.474614 	0.006873 	-0.002949 	0.011697 	-0.000349 	0.474442 	 0.000183 
0.455546 	0.013468 	0.000687 	0.012344 	-0.000215 	0.455401 	 0.000126 
0.475399 	0.015173 	0.000392 	0.013178 	0.000064 	0.475233 	 0.000153 
0.473613 	0.017616 	0.001505 	0.013668 	0.000083 	0.473403 	 0.000172 
0.469284 	0.014431 	0.000557 	0.011906 	-0.000051 	0.469079 	 0.000165 
0.479835 	0.012106 	-0.001402 	0.014772 	-0.000225 	0.479675 	 0.000166 
0.472520 	0.015323 	0.000911 	0.012266 	-0.000007 	0.472290 	 0.000191 
0.477010 	0.012659 	-0.000947 	0.014743 	-0.000165 	0.476851 	 0.000164 
0.484014 	0.019390 	0.001481 	0.016277 	0.000034 	0.483816 	 0.000143 
0.458890 	0.027844 	0.004218 	0.020081 	0.000474 	0.458692 	 0.000169 
0.472923 	0.021264 	0.002470 	0.016019 	0.000189 	0.472736 	 0.000154 
0.482189 	0.011298 	-0.001233 	0.013650 	-0.000193 	0.481990 	 0.000208 
0.480664 	0.024827 	0.003186 	0.019570 	0.000246 	0.480417 	 0.000219 
0.459026 	0.025327 	0.004088 	0.017824 	0.000394 	0.458792 	 0.000206 
0.486711 	0.022778 	0.002624 	0.018568 	0.000143 	0.486463 	 0.000219 
0.442340 	0.020610 	0.002824 	0.016027 	0.000158 	0.442164 	 0.000149 
0.432280 	0.020130 	0.002946 	0.015512 	0.000147 	0.432057 	 0.000163 
0.425937 	0.016176 	0.000912 	0.015057 	0.000077 	0.425780 	 0.000168 
0.419845 	0.024171 	0.003875 	0.016761 	0.000445 	0.419647 	 0.000168 
0.426370 	0.022177 	0.003048 	0.015653 	0.000431 	0.426192 	 0.000169 
0.423437 	0.018670 	0.001105 	0.016271 	0.000238 	0.423252 	 0.000188 
0.422164 	0.023794 	0.003904 	0.017544 	0.000339 	0.421942 	 0.000166 
0.413334 	0.019962 	0.002554 	0.013747 	0.000401 	0.413137 	 0.000193 
0.424244 	0.028208 	0.004996 	0.019387 	0.000668 	0.424028 	 0.000209 
0.420786 	0.023666 	0.003855 	0.016167 	0.000489 	0.420588 	 0.000193 
0.428189 	0.024985 	0.004248 	0.017192 	0.000493 	0.427972 	 0.000189 
0.422540 	0.026632 	0.004346 	0.018521 	0.000573 	0.422323 	 0.000187 
0.414074 	0.025786 	0.004534 	0.017511 	0.000588 	0.413875 	 0.000193 
0.423887 	0.026200 	0.004461 	0.018027 	0.000532 	0.423689 	 0.000171 
0.436327 	0.026109 	0.004488 	0.018059 	0.000518 	0.436098 	 0.000201 
0.407854 	0.031848 	0.005853 	0.021320 	0.000831 	0.407651 	 0.000195 
0.426181 	0.028404 	0.004896 	0.019882 	0.000664 	0.425968 	 0.000206 
0.443253 	0.020426 	0.002727 	0.014673 	0.000338 	0.443001 	 0.000218 
0.416384 	0.034362 	0.006209 	0.022895 	0.000977 	0.416136 	 0.000240 
0.428364 	0.023398 	0.002973 	0.018677 	0.000410 	0.428153 	 0.000216 
0.422441 	0.031354 	0.005848 	0.021899 	0.000686 	0.422220 	 0.000191 
0.417884 	0.032595 	0.005876 	0.022061 	0.000858 	0.417663 	 0.000212 
0.424826 	0.030935 	0.005371 	0.020823 	0.000810 	0.424571 	 0.000249 
0.416211 	0.030364 	0.005460 	0.019938 	0.000815 	0.415961 	 0.000245 
0.415042 	0.031696 	0.005600 	0.020987 	0.000878 	0.414796 	 0.000240 
0.429802 	0.034286 	0.006509 	0.023912 	0.000800 	0.429500 	 0.000243 
0.427505 	0.027967 	0.004889 	0.020316 	0.000602 	0.427243 	 0.000279 
0.442031 	0.030751 	0.005348 	0.022142 	0.000644 	0.441690 	 0.000235 
0.427788 	0.033542 	0.006593 	0.023373 	0.000754 	0.427449 	 0.000265 
0.439225 	0.037879 	0.007688 	0.025058 	0.000953 	0.438966 	 0.000241 
0.436496 	0.034676 	0.006771 	0.024295 	0.000750 	0.436164 	 0.000289 
0.440491 	0.035104 	0.007068 	0.023143 	0.000864 	0.440207 	 0.000265 
0.455137 	0.027358 	0.003745 	0.021208 	0.000516 	0.454869 	 0.000276 
0.447722 	0.037884 	0.007359 	0.025677 	0.001006 	0.447443 	 0.000271 
0.450852 	0.031103 	0.005661 	0.021148 	0.000769 	0.450556 	 0.000293 
0.451453 	0.035707 	0.006708 	0.025031 	0.000851 	0.451146 	 0.000317 
0.445794 	0.035611 	0.006762 	0.025068 	0.000791 	0.445509 	 0.000277 
0.437857 	0.040025 	0.007917 	0.027512 	0.000992 	0.437548 	 0.000295 
0.434890 	0.041546 	0.008600 	0.027312 	0.001129 	0.434565 	 0.000310 
0.443658 	0.037744 	0.007868 	0.024758 	0.000980 	0.443324 	 0.000317 
0.443172 	0.041340 	0.008548 	0.027350 	0.001118 	0.442852 	 0.000305 
0.453312 	0.036811 	0.006362 	0.026249 	0.000928 	0.452995 	 0.000323 
0.447182 	0.036649 	0.007178 	0.024458 	0.000948 	0.446834 	 0.000327 
0.437267 	0.041602 	0.008996 	0.026625 	0.001200 	0.436926 	 0.000338 
0.429483 	0.041193 	0.008466 	0.026682 	0.001207 	0.429170 	 0.000307 
0.442710 	0.040618 	0.008265 	0.027254 	0.001088 	0.442376 	 0.000344 
0.446738 	0.036938 	0.007293 	0.025700 	0.000903 	0.446437 	 0.000316 
0.441384 	0.041959 	0.008808 	0.027348 	0.001203 	0.441062 	 0.000317 
0.444749 	0.035668 	0.007290 	0.022912 	0.001002 	0.444413 	 0.000333 
0.450036 	0.043582 	0.009601 	0.029009 	0.001127 	0.449714 	 0.000335 
0.440098 	0.043381 	0.009013 	0.028290 	0.001262 	0.439773 	 0.000318 
0.428042 	0.046586 	0.010331 	0.029664 	0.001342 	0.427718 	 0.000314 
0.439085 	0.042155 	0.008740 	0.026766 	0.001273 	0.438727 	 0.000354 
0.427025 	0.041031 	0.008248 	0.027078 	0.001160 	0.426691 	 0.000317 
0.435928 	0.044320 	0.009386 	0.028857 	0.001272 	0.435572 	 0.000343 
0.404477 	0.046470 	0.010563 	0.030237 	0.001295 	0.404160 	 0.000338 
0.427001 	0.046938 	0.010015 	0.031125 	0.001323 	0.426634 	 0.000337 
0.434192 	0.042642 	0.009449 	0.027342 	0.001185 	0.433827 	 0.000354 
0.440520 	0.039413 	0.008045 	0.026328 	0.001053 	0.440177 	 0.000355 
0.429544 	0.046179 	0.009859 	0.030629 	0.001292 	0.429184 	 0.000332 
0.431802 	0.044508 	0.009693 	0.028742 	0.001285 	0.431424 	 0.000367 
0.407157 	0.048628 	0.010944 	0.031580 	0.001386 	0.406811 	 0.000350 
0.429200 	0.044459 	0.009751 	0.027784 	0.001369 	0.428824 	 0.000374 
0.444887 	0.045973 	0.009623 	0.030333 	0.001303 	0.444537 	 0.000359 
0.448853 	0.047642 	0.010353 	0.030738 	0.001390 	0.448489 	 0.000353 
0.430440 	0.047843 	0.010455 	0.030772 	0.001416 	0.430102 	 0.000329 
0.426258 	0.041770 	0.009191 	0.028172 	0.001074 	0.425800 	 0.000386 
0.438222 	0.048417 	0.010109 	0.031623 	0.001391 	0.437892 	 0.000332 
0.398907 	0.051163 	0.011721 	0.032749 	0.001516 	0.398559 	 0.000348 
0.437025 	0.048474 	0.010992 	0.030645 	0.001472 	0.436660 	 0.000360 
0.439170 	0.042345 	0.008176 	0.028307 	0.001215 	0.438821 	 0.000352 
0.444006 	0.050905 	0.011032 	0.032796 	0.001496 	0.443640 	 0.000371 
0.421471 	0.050720 	0.011710 	0.031907 	0.001541 	0.421100 	 0.000367 
0.447290 	0.045626 	0.009867 	0.029706 	0.001282 	0.446929 	 0.000370 
0.431361 	0.052497 	0.011930 	0.033365 	0.001588 	0.430966 	 0.000390 
0.433793 	0.047887 	0.010149 	0.030675 	0.001432 	0.433412 	 0.000390 
0.416511 	0.049382 	0.011101 	0.032386 	0.001406 	0.416141 	 0.000377 
0.434962 	0.046618 	0.009813 	0.030071 	0.001357 	0.434585 	 0.000386 
0.440474 	0.050493 	0.011653 	0.031684 	0.001553 	0.440072 	 0.000400 
0.425059 	0.050909 	0.011600 	0.032120 	0.001556 	0.424669 	 0.000383 
0.442269 	0.045064 	0.009122 	0.029520 	0.001301 	0.441898 	 0.000381 
0.415989 	0.050251 	0.011234 	0.032887 	0.001460 	0.415593 	 0.000380 
0.446756 	0.047090 	0.010268 	0.030393 	0.001364 	0.446357 	 0.000415 
0.436187 	0.057591 	0.012657 	0.036464 	0.001764 	0.435827 	 0.000356 
0.419250 	0.055447 	0.012795 	0.034952 	0.001742 	0.418857 	 0.000390 
0.424749 	0.054677 	0.012902 	0.034102 	0.001705 	0.424329 	 0.000419 
0.435312 	0.056943 	0.012749 	0.035713 	0.001741 	0.434934 	 0.000380 
0.427568 	0.055968 	0.012332 	0.036335 	0.001748 	0.427160 	 0.000383 
0.427880 	0.056202 	0.012959 	0.035575 	0.001752 	0.427501 	 0.000378 
0.420357 	0.054461 	0.012154 	0.035302 	0.001670 	0.419930 	 0.000386 
0.442104 	0.052395 	0.011365 	0.033131 	0.001609 	0.441683 	 0.000431 
0.428017 	0.050527 	0.011661 	0.031088 	0.001605 	0.427598 	 0.000419 
0.432013 	0.054707 	0.012354 	0.034964 	0.001710 	0.431605 	 0.000404 
0.438603 	0.056800 	0.013093 	0.035346 	0.001735 	0.438201 	 0.000413 
0.435732 	0.056266 	0.011931 	0.035554 	0.001764 	0.435340 	 0.000387 
0.385226 	0.061839 	0.014933 	0.038643 	0.001982 	0.384853 	 0.000421 
0.426863 	0.058891 	0.013657 	0.036943 	0.001871 	0.426456 	 0.000406 
0.426040 	0.051471 	0.011729 	0.031496 	0.001667 	0.425621 	 0.000417 
0.429172 	0.053647 	0.012078 	0.034923 	0.001612 	0.428709 	 0.000419 
0.439184 	0.057142 	0.013052 	0.036390 	0.001792 	0.438757 	 0.000426 
0.406645 	0.058313 	0.013554 	0.037178 	0.001823 	0.406222 	 0.000417 
0.428244 	0.058339 	0.013619 	0.036800 	0.001850 	0.427811 	 0.000434 
0.417227 	0.054040 	0.012640 	0.033820 	0.001705 	0.416785 	 0.000440 
0.430987 	0.052715 	0.012279 	0.032012 	0.001729 	0.430530 	 0.000459 
0.426069 	0.053627 	0.011877 	0.034984 	0.001629 	0.425619 	 0.000398 
0.417108 	0.057797 	0.013276 	0.036487 	0.001849 	0.416709 	 0.000397 
0.431799 	0.057049 	0.013545 	0.035426 	0.001836 	0.431372 	 0.000425 
0.399379 	0.057268 	0.013463 	0.036247 	0.001805 	0.399001 	 0.000393 
0.417902 	0.056206 	0.012614 	0.035853 	0.001787 	0.417506 	 0.000391 
0.422107 	0.058883 	0.013875 	0.036658 	0.001906 	0.421700 	 0.000403 
0.430688 	0.063066 	0.014951 	0.039683 	0.002043 	0.430271 	 0.000412 
0.401179 	0.057357 	0.013313 	0.036592 	0.001815 	0.400739 	 0.000408 
0.430494 	0.057152 	0.013464 	0.035722 	0.001810 	0.430048 	 0.000444 
0.430280 	0.058143 	0.013495 	0.036082 	0.001910 	0.429842 	 0.000434 
0.424132 	0.059934 	0.013961 	0.037745 	0.001911 	0.423729 	 0.000405 
0.428108 	0.058261 	0.013286 	0.036937 	0.001855 	0.427700 	 0.000405 
0.431748 	0.056850 	0.013215 	0.035146 	0.001861 	0.431310 	 0.000435 
0.428701 	0.057468 	0.013335 	0.036289 	0.001823 	0.428278 	 0.000422 
0.412846 	0.055248 	0.012495 	0.035630 	0.001705 	0.412422 	 0.000398 
0.429228 	0.059038 	0.014021 	0.036903 	0.001891 	0.428816 	 0.000409 
0.428662 	0.060129 	0.014091 	0.037764 	0.001937 	0.428230 	 0.000434 
0.434322 	0.062314 	0.015391 	0.037611 	0.001942 	0.433891 	 0.000443 
0.396321 	0.060580 	0.014371 	0.038261 	0.001933 	0.395876 	 0.000436 
0.431509 	0.056094 	0.013105 	0.034496 	0.001841 	0.431066 	 0.000442 
0.434770 	0.057239 	0.012284 	0.035627 	0.001834 	0.434346 	 0.000426 
0.410170 	0.067887 	0.016236 	0.042117 	0.002229 	0.409778 	 0.000400 
0.422782 	0.059625 	0.013886 	0.037402 	0.001916 	0.422364 	 0.000418 
0.419884 	0.058461 	0.013765 	0.036445 	0.001891 	0.419420 	 0.000463 
