di 	gli 	gal 	gos3 	gos4 	lac 	 glb 
0.000000 	0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 -0.000000 
0.000000 	-0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 -0.000000 
0.000000 	0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 -0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 -0.000000 
0.000000 	-0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 -0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000000 	-0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 -0.000000 
0.000000 	0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 -0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000000 	-0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 -0.000000 
0.000000 	0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000012 	0.000000 	-0.000000 	0.000000 	-0.000000 	0.000012 	 0.000000 
0.000183 	0.000009 	0.000001 	0.000006 	0.000000 	0.000183 	 0.000000 
0.000000 	0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000791 	0.000024 	0.000000 	0.000025 	-0.000001 	0.000791 	 0.000000 
0.001201 	0.000051 	0.000005 	0.000042 	0.000000 	0.001201 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000018 	0.000000 	-0.000000 	0.000001 	-0.000000 	0.000018 	 0.000000 
0.453542 	0.029852 	0.005877 	0.017210 	0.000843 	0.453344 	 0.000197 
0.463513 	0.022731 	0.002703 	0.018318 	0.000195 	0.463329 	 0.000182 
0.000033 	0.000001 	0.000000 	0.000001 	0.000000 	0.000033 	 0.000000 
0.000042 	0.000003 	0.000001 	0.000002 	0.000000 	0.000042 	 0.000000 
0.000004 	0.000000 	0.000000 	0.000000 	0.000000 	0.000004 	 0.000000 
0.000000 	0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.017014 	0.000780 	0.000064 	0.000722 	-0.000000 	0.017007 	 0.000007 
0.020749 	0.001605 	0.000318 	0.000950 	0.000049 	0.020737 	 0.000012 
