di 	gli 	gal 	gos3 	gos4 	lac 	 glb 
0.000000 	0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	-0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 -0.000000 
0.000000 	0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000002 	0.000000 	0.000000 	0.000000 	0.000000 	0.000002 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000074 	0.000003 	0.000000 	0.000003 	0.000000 	0.000074 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000006 	0.000000 	0.000000 	0.000000 	-0.000000 	0.000006 	 0.000000 
0.000173 	0.000010 	0.000002 	0.000006 	0.000000 	0.000173 	 0.000000 
0.082949 	0.004918 	0.000927 	0.002917 	0.000125 	0.082917 	 0.000032 
0.000005 	0.000000 	0.000000 	0.000000 	0.000000 	0.000005 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000004 	0.000000 	0.000000 	0.000000 	0.000000 	0.000004 	 0.000000 
0.000188 	0.000008 	0.000001 	0.000007 	-0.000000 	0.000188 	 0.000000 
