di 	gli 	gal 	gos3 	gos4 	lac 	 glb 
0.485106 	0.002028 	-0.002232 	0.003280 	-0.000680 	0.484981 	 0.000104 
0.489474 	0.012107 	-0.002591 	0.013357 	-0.000149 	0.489287 	 0.000204 
0.476148 	0.007479 	-0.003069 	0.009546 	-0.000427 	0.475961 	 0.000178 
0.493136 	0.005194 	-0.003475 	0.007718 	-0.000495 	0.492962 	 0.000162 
0.490120 	0.009435 	-0.001665 	0.008718 	-0.000282 	0.489967 	 0.000146 
0.487657 	0.010009 	-0.002259 	0.010166 	-0.000340 	0.487495 	 0.000128 
0.498630 	0.010176 	-0.003059 	0.011519 	-0.000362 	0.498449 	 0.000162 
0.493596 	0.012272 	-0.002056 	0.011836 	-0.000239 	0.493371 	 0.000213 
0.493262 	0.010731 	-0.001466 	0.010156 	-0.000199 	0.493117 	 0.000134 
0.486892 	0.010023 	-0.000936 	0.009425 	-0.000341 	0.486754 	 0.000133 
0.480702 	0.018498 	0.000478 	0.014426 	-0.000004 	0.480526 	 0.000150 
0.488669 	0.010862 	-0.001742 	0.010595 	-0.000301 	0.488507 	 0.000140 
0.490040 	0.014954 	0.000599 	0.011442 	-0.000063 	0.489868 	 0.000169 
0.494860 	0.010898 	-0.001280 	0.010682 	-0.000267 	0.494669 	 0.000183 
0.487882 	0.013726 	0.000937 	0.009702 	-0.000203 	0.487697 	 0.000150 
0.485526 	0.026260 	0.003002 	0.019770 	0.000463 	0.485302 	 0.000235 
0.468775 	0.012815 	-0.000191 	0.011014 	-0.000056 	0.468610 	 0.000139 
0.462119 	0.008978 	-0.001963 	0.009527 	-0.000315 	0.461911 	 0.000179 
0.460129 	0.018871 	0.000392 	0.015522 	0.000090 	0.459889 	 0.000241 
0.456566 	0.017989 	-0.000658 	0.015144 	0.000191 	0.456340 	 0.000224 
0.467407 	0.015380 	-0.000855 	0.012961 	-0.000010 	0.467142 	 0.000253 
0.471446 	0.016838 	-0.000580 	0.014706 	-0.000025 	0.471224 	 0.000205 
