di 	gli 	gal 	gos3 	gos4 	lac 	 glb 
0.472548 	0.003429 	-0.001201 	0.003856 	-0.000579 	0.472437 	 0.000092 
0.481572 	0.011671 	-0.002402 	0.013529 	-0.000087 	0.481422 	 0.000129 
0.469284 	0.007004 	-0.002822 	0.008535 	-0.000449 	0.469133 	 0.000133 
0.480539 	0.010427 	-0.001042 	0.009515 	-0.000103 	0.480420 	 0.000110 
0.482126 	0.012152 	0.000595 	0.009351 	-0.000064 	0.482025 	 0.000105 
0.471880 	0.012099 	0.000428 	0.009524 	-0.000100 	0.471784 	 0.000086 
0.476106 	0.013421 	-0.002272 	0.014407 	-0.000205 	0.475932 	 0.000159 
0.475773 	0.014669 	-0.001352 	0.013295 	-0.000092 	0.475562 	 0.000203 
0.476525 	0.010367 	0.000258 	0.007752 	-0.000090 	0.476421 	 0.000090 
0.467058 	0.011952 	0.001004 	0.008605 	-0.000199 	0.466964 	 0.000076 
0.465170 	0.017495 	0.001984 	0.012827 	0.000010 	0.465016 	 0.000134 
0.483376 	0.009785 	0.000566 	0.007776 	-0.000290 	0.483264 	 0.000107 
0.478285 	0.013556 	0.000799 	0.010654 	-0.000022 	0.478174 	 0.000101 
0.471410 	0.011792 	0.000085 	0.010516 	-0.000035 	0.471248 	 0.000162 
0.485252 	0.010713 	0.002055 	0.006723 	-0.000250 	0.485131 	 0.000094 
0.471180 	0.018784 	0.003238 	0.012962 	0.000239 	0.471071 	 0.000090 
0.467353 	0.021866 	0.002735 	0.015652 	0.000494 	0.467176 	 0.000189 
0.471066 	0.012552 	-0.001386 	0.011756 	-0.000058 	0.470887 	 0.000183 
0.474856 	0.017791 	-0.000393 	0.015073 	0.000076 	0.474634 	 0.000228 
0.456932 	0.023956 	-0.000880 	0.021076 	0.000505 	0.456646 	 0.000301 
0.465883 	0.018693 	-0.000547 	0.015274 	0.000098 	0.465619 	 0.000268 
0.472029 	0.015105 	-0.002171 	0.015688 	-0.000204 	0.471806 	 0.000220 
0.466599 	0.017413 	0.000167 	0.014616 	0.000116 	0.466391 	 0.000207 
0.458384 	0.024569 	0.000100 	0.020606 	0.000385 	0.458078 	 0.000312 
0.459371 	0.020376 	0.001024 	0.016054 	0.000260 	0.459145 	 0.000217 
0.460297 	0.020308 	0.000792 	0.015902 	0.000210 	0.460069 	 0.000229 
0.453258 	0.026755 	0.001947 	0.020679 	0.000554 	0.453021 	 0.000238 
0.457869 	0.024796 	0.002073 	0.019480 	0.000388 	0.457622 	 0.000253 
0.457898 	0.022595 	0.000807 	0.018244 	0.000432 	0.457661 	 0.000239 
0.453592 	0.026220 	0.001604 	0.019583 	0.000557 	0.453324 	 0.000279 
0.454822 	0.025831 	0.002874 	0.019889 	0.000471 	0.454608 	 0.000223 
0.458442 	0.026693 	0.002066 	0.020480 	0.000453 	0.458157 	 0.000291 
0.461510 	0.027245 	0.001852 	0.021641 	0.000609 	0.461235 	 0.000284 
0.451343 	0.032508 	0.003493 	0.023873 	0.000849 	0.451050 	 0.000307 
0.443485 	0.033758 	0.003988 	0.024483 	0.000901 	0.443183 	 0.000291 
0.460340 	0.027501 	0.001859 	0.020749 	0.000496 	0.460092 	 0.000249 
0.451270 	0.024456 	0.002629 	0.018783 	0.000274 	0.451035 	 0.000233 
0.457564 	0.024551 	0.001775 	0.018570 	0.000330 	0.457292 	 0.000268 
0.456640 	0.035112 	0.003511 	0.026434 	0.000885 	0.456322 	 0.000319 
0.457924 	0.032908 	0.003953 	0.023150 	0.000849 	0.457606 	 0.000322 
0.454299 	0.031255 	0.003997 	0.022877 	0.000786 	0.454029 	 0.000274 
0.443721 	0.030533 	0.003388 	0.022878 	0.000637 	0.443443 	 0.000275 
0.457698 	0.032616 	0.005629 	0.021793 	0.000788 	0.457468 	 0.000221 
0.447637 	0.036479 	0.003738 	0.027631 	0.000947 	0.447326 	 0.000302 
0.445328 	0.033131 	0.005842 	0.022022 	0.000835 	0.445073 	 0.000259 
