di 	gli 	gal 	gos3 	gos4 	lac 	 glb 
0.484989 	0.001734 	-0.002828 	0.004034 	-0.000711 	0.484838 	 0.000149 
0.501449 	0.007897 	-0.004316 	0.011105 	-0.000400 	0.501275 	 0.000242 
0.473212 	0.005071 	-0.003446 	0.008319 	-0.000548 	0.473040 	 0.000195 
0.495124 	0.006377 	-0.003944 	0.008642 	-0.000456 	0.494942 	 0.000193 
0.499016 	0.006466 	-0.001213 	0.007943 	-0.000477 	0.498824 	 0.000207 
0.476298 	0.012637 	-0.001668 	0.012704 	-0.000252 	0.476099 	 0.000204 
0.490407 	0.012458 	-0.002615 	0.012741 	-0.000304 	0.490213 	 0.000214 
0.489481 	0.010550 	-0.001335 	0.011535 	-0.000339 	0.489246 	 0.000263 
0.498333 	0.008141 	-0.002898 	0.009387 	-0.000394 	0.498160 	 0.000198 
0.490387 	0.007131 	-0.001317 	0.007894 	-0.000522 	0.490190 	 0.000217 
0.473551 	0.020276 	0.000847 	0.015766 	0.000069 	0.473360 	 0.000186 
0.486915 	0.010895 	-0.001640 	0.010610 	-0.000336 	0.486714 	 0.000195 
0.495751 	0.012943 	-0.001488 	0.011708 	-0.000206 	0.495572 	 0.000225 
0.502461 	0.009545 	-0.002289 	0.009796 	-0.000383 	0.502211 	 0.000252 
0.481044 	0.013982 	0.001712 	0.011282 	-0.000188 	0.480835 	 0.000196 
0.497789 	0.017973 	0.001930 	0.015655 	0.000026 	0.497518 	 0.000287 
0.458874 	0.012936 	-0.000736 	0.011393 	-0.000103 	0.458719 	 0.000161 
0.444924 	0.011907 	-0.002509 	0.011032 	-0.000184 	0.444737 	 0.000213 
0.451927 	0.016561 	-0.000375 	0.014414 	0.000002 	0.451724 	 0.000235 
0.453096 	0.015210 	-0.000197 	0.013061 	-0.000002 	0.452889 	 0.000245 
0.447168 	0.017613 	0.000471 	0.013578 	0.000072 	0.446930 	 0.000291 
0.460518 	0.017317 	-0.000371 	0.014741 	0.000012 	0.460305 	 0.000244 
0.442747 	0.015181 	-0.000424 	0.013459 	0.000006 	0.442547 	 0.000232 
0.433188 	0.021685 	0.001106 	0.017308 	0.000307 	0.432961 	 0.000274 
0.436962 	0.024998 	0.001664 	0.018598 	0.000436 	0.436722 	 0.000256 
0.443970 	0.019078 	0.000315 	0.014697 	0.000169 	0.443748 	 0.000238 
0.442992 	0.023667 	0.003253 	0.017770 	0.000394 	0.442780 	 0.000243 
0.452711 	0.020260 	0.002150 	0.016522 	0.000186 	0.452473 	 0.000293 
0.439064 	0.019413 	0.000828 	0.015092 	0.000218 	0.438839 	 0.000242 
0.450077 	0.019273 	0.001996 	0.015219 	0.000213 	0.449860 	 0.000245 
0.435908 	0.028272 	0.003432 	0.020931 	0.000566 	0.435677 	 0.000259 
0.446373 	0.019811 	0.001628 	0.014930 	0.000189 	0.446114 	 0.000303 
0.444197 	0.023432 	0.001095 	0.018725 	0.000372 	0.443944 	 0.000283 
0.456120 	0.023656 	0.003334 	0.018986 	0.000443 	0.455869 	 0.000297 
0.451420 	0.027885 	0.003183 	0.019934 	0.000657 	0.451147 	 0.000311 
0.439623 	0.027634 	0.002569 	0.020117 	0.000522 	0.439396 	 0.000249 
0.447512 	0.019764 	0.002266 	0.015303 	0.000199 	0.447312 	 0.000204 
0.443050 	0.027282 	0.003057 	0.019319 	0.000531 	0.442803 	 0.000274 
0.429562 	0.035623 	0.004399 	0.025859 	0.000889 	0.429263 	 0.000355 
0.434907 	0.029679 	0.003815 	0.020927 	0.000671 	0.434624 	 0.000327 
0.448679 	0.026401 	0.003077 	0.019428 	0.000546 	0.448409 	 0.000305 
0.444318 	0.028840 	0.003748 	0.021647 	0.000627 	0.444039 	 0.000306 
0.436570 	0.032415 	0.004416 	0.022583 	0.000778 	0.436283 	 0.000315 
0.445936 	0.029854 	0.003802 	0.022601 	0.000668 	0.445668 	 0.000306 
0.428983 	0.033268 	0.004572 	0.023057 	0.000826 	0.428711 	 0.000295 
0.448684 	0.030838 	0.006345 	0.020656 	0.000641 	0.448392 	 0.000310 
0.437035 	0.032883 	0.003942 	0.023503 	0.000734 	0.436709 	 0.000346 
0.439287 	0.031858 	0.005257 	0.021707 	0.000731 	0.438992 	 0.000295 
0.449954 	0.032187 	0.003852 	0.022813 	0.000653 	0.449681 	 0.000296 
0.447927 	0.033407 	0.004613 	0.022802 	0.000778 	0.447613 	 0.000337 
0.440831 	0.036666 	0.004541 	0.026701 	0.000958 	0.440516 	 0.000332 
0.449981 	0.033449 	0.004884 	0.022751 	0.000722 	0.449671 	 0.000331 
0.454437 	0.030302 	0.006335 	0.022179 	0.000638 	0.454115 	 0.000333 
0.443193 	0.039064 	0.006420 	0.027102 	0.001045 	0.442854 	 0.000354 
0.428980 	0.040638 	0.007000 	0.027500 	0.001072 	0.428620 	 0.000381 
0.437082 	0.037704 	0.006875 	0.026067 	0.000975 	0.436733 	 0.000375 
0.441166 	0.039769 	0.007289 	0.027338 	0.001032 	0.440840 	 0.000341 
0.449605 	0.039083 	0.005483 	0.027624 	0.001008 	0.449297 	 0.000346 
0.444440 	0.036629 	0.005998 	0.026257 	0.000861 	0.444063 	 0.000419 
0.435674 	0.040841 	0.006403 	0.027063 	0.001124 	0.435307 	 0.000378 
0.437483 	0.036442 	0.005935 	0.024778 	0.000901 	0.437120 	 0.000403 
0.437570 	0.039253 	0.006020 	0.025901 	0.001039 	0.437234 	 0.000364 
