di 	gli 	gal 	gos3 	gos4 	lac 	 glb 
0.474698 	0.003249 	-0.001008 	0.003099 	-0.000594 	0.474608 	 0.000086 
0.484722 	0.011167 	-0.002382 	0.013129 	-0.000091 	0.484587 	 0.000125 
0.467384 	0.007002 	-0.002664 	0.007943 	-0.000466 	0.467238 	 0.000143 
0.483378 	0.009252 	-0.001217 	0.008593 	-0.000167 	0.483268 	 0.000110 
0.482431 	0.013522 	0.000808 	0.010553 	0.000022 	0.482325 	 0.000107 
0.473330 	0.011116 	0.000390 	0.008625 	-0.000155 	0.473244 	 0.000090 
0.478695 	0.011052 	-0.002820 	0.012960 	-0.000331 	0.478542 	 0.000137 
0.473466 	0.014710 	-0.001472 	0.013531 	-0.000080 	0.473262 	 0.000198 
0.477668 	0.009634 	0.000050 	0.007591 	-0.000127 	0.477573 	 0.000092 
0.464191 	0.011208 	0.001130 	0.008434 	-0.000174 	0.464107 	 0.000071 
0.459540 	0.018465 	0.002484 	0.013383 	0.000059 	0.459387 	 0.000148 
0.478724 	0.011368 	0.001205 	0.008770 	-0.000229 	0.478610 	 0.000111 
0.478365 	0.012788 	0.000817 	0.010437 	-0.000047 	0.478271 	 0.000079 
0.473876 	0.011126 	-0.000129 	0.010390 	-0.000093 	0.473709 	 0.000167 
0.481732 	0.011475 	0.002676 	0.006972 	-0.000155 	0.481636 	 0.000091 
0.468416 	0.020042 	0.003814 	0.013786 	0.000324 	0.468311 	 0.000092 
0.471343 	0.020583 	0.002353 	0.014974 	0.000427 	0.471162 	 0.000184 
0.473607 	0.011092 	-0.001232 	0.010037 	-0.000100 	0.473441 	 0.000162 
0.472683 	0.016453 	-0.000680 	0.014120 	-0.000014 	0.472454 	 0.000225 
0.456624 	0.024578 	-0.000703 	0.021041 	0.000507 	0.456328 	 0.000291 
0.465648 	0.019529 	-0.000629 	0.016101 	0.000149 	0.465372 	 0.000289 
0.472263 	0.015818 	-0.002082 	0.016390 	-0.000176 	0.472039 	 0.000220 
0.464897 	0.016548 	0.000202 	0.013790 	0.000041 	0.464694 	 0.000195 
0.459757 	0.024125 	0.000170 	0.020105 	0.000351 	0.459463 	 0.000288 
0.456910 	0.020209 	0.001662 	0.015136 	0.000246 	0.456688 	 0.000217 
0.458709 	0.021147 	0.001185 	0.016107 	0.000278 	0.458474 	 0.000237 
0.451936 	0.026865 	0.002079 	0.020357 	0.000581 	0.451702 	 0.000221 
0.456269 	0.025706 	0.002305 	0.020263 	0.000409 	0.456017 	 0.000252 
0.454974 	0.021342 	0.001022 	0.016568 	0.000373 	0.454733 	 0.000232 
0.455031 	0.025858 	0.001359 	0.019681 	0.000578 	0.454752 	 0.000286 
0.457373 	0.025985 	0.002715 	0.020255 	0.000472 	0.457154 	 0.000221 
0.456362 	0.027231 	0.002229 	0.020892 	0.000491 	0.456077 	 0.000283 
0.457031 	0.026249 	0.001960 	0.021011 	0.000546 	0.456745 	 0.000277 
0.451896 	0.031945 	0.003442 	0.023248 	0.000812 	0.451595 	 0.000297 
0.446642 	0.032391 	0.003673 	0.023280 	0.000829 	0.446352 	 0.000290 
0.456018 	0.027432 	0.002259 	0.020374 	0.000474 	0.455771 	 0.000243 
0.453873 	0.022706 	0.002305 	0.017369 	0.000157 	0.453662 	 0.000212 
0.453243 	0.025283 	0.001847 	0.019656 	0.000364 	0.452969 	 0.000267 
0.450098 	0.034852 	0.003626 	0.026333 	0.000869 	0.449765 	 0.000332 
0.457417 	0.032606 	0.003984 	0.022950 	0.000813 	0.457101 	 0.000311 
0.456100 	0.029918 	0.003839 	0.021702 	0.000713 	0.455829 	 0.000274 
0.441517 	0.030647 	0.003918 	0.022573 	0.000644 	0.441245 	 0.000262 
0.457917 	0.031967 	0.005810 	0.021365 	0.000779 	0.457690 	 0.000211 
0.445278 	0.034437 	0.004117 	0.025336 	0.000867 	0.444982 	 0.000283 
0.445842 	0.031670 	0.005356 	0.021516 	0.000732 	0.445594 	 0.000248 
0.440370 	0.039084 	0.006318 	0.026808 	0.001110 	0.440066 	 0.000312 
0.431688 	0.037359 	0.004520 	0.027104 	0.001004 	0.431330 	 0.000361 
0.441368 	0.036629 	0.004511 	0.025674 	0.000883 	0.441030 	 0.000344 
0.442646 	0.028240 	0.003130 	0.021216 	0.000372 	0.442366 	 0.000279 
0.440445 	0.038019 	0.006087 	0.025543 	0.001056 	0.440113 	 0.000338 
0.445171 	0.037605 	0.004875 	0.027335 	0.000936 	0.444810 	 0.000364 
0.450466 	0.036677 	0.006106 	0.025524 	0.000885 	0.450162 	 0.000310 
0.427468 	0.045137 	0.007980 	0.030566 	0.001343 	0.427141 	 0.000335 
0.433538 	0.038546 	0.006168 	0.026555 	0.001045 	0.433241 	 0.000300 
0.431934 	0.038180 	0.005787 	0.027301 	0.000927 	0.431582 	 0.000357 
0.441489 	0.035328 	0.005950 	0.024307 	0.000864 	0.441178 	 0.000323 
0.437080 	0.041544 	0.006715 	0.028729 	0.001112 	0.436752 	 0.000337 
