di 	gli 	gal 	gos3 	gos4 	lac 	 glb 
0.000000 	0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	-0.000000 	0.000000 	 -0.000000 
0.000000 	0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000002 	0.000000 	0.000000 	0.000000 	0.000000 	0.000002 	 0.000000 
0.000006 	0.000000 	0.000000 	0.000000 	0.000000 	0.000006 	 0.000000 
0.000187 	0.000010 	0.000001 	0.000005 	0.000000 	0.000187 	 0.000000 
0.000000 	0.000000 	-0.000000 	0.000000 	-0.000000 	0.000000 	 0.000000 
0.000062 	0.000002 	0.000000 	0.000002 	-0.000000 	0.000062 	 0.000000 
0.000573 	0.000034 	0.000002 	0.000022 	-0.000000 	0.000573 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000978 	0.000083 	0.000011 	0.000041 	0.000001 	0.000977 	 0.000000 
0.020585 	0.000828 	0.000215 	0.000803 	0.000026 	0.020578 	 0.000007 
0.460590 	0.022624 	0.002309 	0.019618 	0.000063 	0.460420 	 0.000190 
0.020806 	0.001846 	0.000157 	0.001415 	-0.000003 	0.020798 	 0.000014 
0.000039 	0.000002 	0.000000 	0.000001 	0.000000 	0.000039 	 0.000000 
0.000069 	0.000004 	0.000001 	0.000003 	0.000000 	0.000069 	 0.000000 
0.000015 	0.000001 	0.000000 	0.000001 	0.000000 	0.000015 	 0.000000 
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	 0.000000 
0.000019 	0.000001 	0.000000 	0.000001 	0.000000 	0.000019 	 0.000000 
0.167438 	0.013128 	0.002424 	0.008435 	0.000344 	0.167335 	 0.000100 
0.060551 	0.003322 	0.000512 	0.001867 	0.000056 	0.060529 	 0.000018 
