0.312739 	0.026545 	0.018930 	0.016326 	 -0.000590 
0.300216 	0.039409 	0.026198 	0.028705 	 0.000390 
0.316814 	0.038444 	0.025913 	0.031401 	 0.001908 
0.303830 	0.037888 	0.025461 	0.029255 	 0.000917 
0.325154 	0.042708 	0.027690 	0.034876 	 0.001865 
0.286752 	0.047889 	0.031688 	0.035767 	 0.001693 
0.269466 	0.056324 	0.037959 	0.041232 	 0.002882 
0.312954 	0.045915 	0.030463 	0.037366 	 0.002497 
0.284489 	0.058234 	0.038726 	0.044856 	 0.003703 
0.312212 	0.052104 	0.035289 	0.038869 	 0.003791 
0.271822 	0.053583 	0.036360 	0.040988 	 0.002841 
0.292710 	0.058540 	0.038673 	0.044745 	 0.003560 
0.271900 	0.067124 	0.044879 	0.049366 	 0.004393 
0.289715 	0.068687 	0.045904 	0.051741 	 0.005782 
0.267219 	0.065680 	0.043764 	0.050617 	 0.004375 
0.258191 	0.063938 	0.044726 	0.045654 	 0.005048 
0.246319 	0.077298 	0.051702 	0.054924 	 0.005239 
0.247938 	0.078125 	0.052229 	0.053054 	 0.005495 
0.244198 	0.073135 	0.049543 	0.048967 	 0.004608 
0.279930 	0.070223 	0.047511 	0.051427 	 0.005655 
0.271209 	0.072000 	0.048782 	0.052600 	 0.005613 
0.245106 	0.076622 	0.052177 	0.057056 	 0.005872 
0.265434 	0.072029 	0.049671 	0.052966 	 0.005927 
0.302013 	0.070409 	0.048324 	0.049697 	 0.006592 
0.244457 	0.083639 	0.056657 	0.055317 	 0.006299 
0.250295 	0.080366 	0.055756 	0.055105 	 0.006672 
0.233064 	0.085206 	0.057771 	0.059555 	 0.006589 
0.240200 	0.080152 	0.055252 	0.051661 	 0.005692 
0.250664 	0.082498 	0.056541 	0.056035 	 0.006632 
0.286116 	0.071639 	0.049916 	0.052134 	 0.006503 
0.211838 	0.088103 	0.060488 	0.055488 	 0.005840 
0.215729 	0.085223 	0.058750 	0.052044 	 0.005331 
0.211452 	0.090526 	0.062769 	0.055733 	 0.006284 
0.276537 	0.079892 	0.055953 	0.052716 	 0.006890 
0.210343 	0.089961 	0.063037 	0.053706 	 0.006380 
0.252820 	0.088048 	0.060994 	0.056827 	 0.006954 
0.213361 	0.092319 	0.064986 	0.054209 	 0.006785 
0.253740 	0.090673 	0.063237 	0.054852 	 0.007816 
