di 	gli 	gal 	gos3 	 gos4 
0.203288 	0.029890 	0.022016 	0.009828 	 -0.001257 
0.231852 	0.030288 	0.021398 	0.014362 	 0.000108 
0.240694 	0.036163 	0.025939 	0.022715 	 0.000005 
0.236451 	0.045940 	0.032075 	0.031453 	 0.000592 
0.236031 	0.045563 	0.033396 	0.027334 	 0.000507 
0.215737 	0.048625 	0.035678 	0.027051 	 0.001157 
0.279475 	0.037552 	0.025670 	0.028703 	 0.000451 
0.239906 	0.046412 	0.031805 	0.032142 	 0.000820 
0.236727 	0.062132 	0.041534 	0.044947 	 0.002351 
0.220698 	0.036040 	0.027058 	0.021177 	 -0.000065 
0.271780 	0.049343 	0.034018 	0.036011 	 0.002176 
0.208651 	0.056931 	0.041097 	0.035371 	 0.001758 
0.226789 	0.057447 	0.040908 	0.036654 	 0.002177 
0.236847 	0.052160 	0.037862 	0.034716 	 0.002377 
0.247108 	0.046826 	0.033318 	0.030665 	 0.001924 
0.224267 	0.053097 	0.037735 	0.034288 	 0.001749 
0.216242 	0.049451 	0.036087 	0.031720 	 0.001385 
0.217178 	0.053857 	0.038643 	0.035593 	 0.001845 
0.219434 	0.057940 	0.041018 	0.036895 	 0.002075 
0.217187 	0.054204 	0.038490 	0.033414 	 0.001922 
0.226884 	0.074702 	0.051369 	0.050779 	 0.003298 
0.207471 	0.051641 	0.038816 	0.026328 	 0.001509 
0.189743 	0.068391 	0.048166 	0.041343 	 0.002519 
0.229955 	0.054675 	0.040054 	0.033618 	 0.002137 
0.208296 	0.066832 	0.045808 	0.045193 	 0.002599 
0.213573 	0.064194 	0.044587 	0.040185 	 0.002771 
0.211607 	0.064000 	0.044637 	0.042032 	 0.003031 
0.174858 	0.067412 	0.048447 	0.040482 	 0.002943 
0.214362 	0.077415 	0.052856 	0.050392 	 0.003504 
0.175399 	0.055233 	0.040769 	0.030391 	 0.001288 
0.188145 	0.064114 	0.045233 	0.040532 	 0.003028 
0.204064 	0.060721 	0.044247 	0.036666 	 0.003126 
0.214755 	0.053880 	0.039527 	0.033574 	 0.002584 
0.225927 	0.051189 	0.036460 	0.031370 	 0.002108 
0.216916 	0.058603 	0.040756 	0.037010 	 0.002515 
0.216199 	0.060924 	0.043755 	0.038592 	 0.002306 
0.207006 	0.052253 	0.038143 	0.028534 	 0.002154 
0.213717 	0.067728 	0.047043 	0.044930 	 0.003326 
0.213475 	0.060538 	0.042700 	0.038296 	 0.002677 
0.211424 	0.068783 	0.047974 	0.044121 	 0.003169 
0.192358 	0.084259 	0.057974 	0.052955 	 0.003821 
0.213278 	0.052957 	0.038543 	0.032329 	 0.001703 
0.183767 	0.061797 	0.044175 	0.037804 	 0.002546 
0.242400 	0.053901 	0.039075 	0.033584 	 0.002560 
0.207412 	0.060163 	0.043083 	0.035287 	 0.002434 
0.192585 	0.064117 	0.045823 	0.037249 	 0.002792 
0.201304 	0.078609 	0.054656 	0.047390 	 0.003346 
0.183607 	0.081172 	0.055541 	0.053037 	 0.004363 
0.192679 	0.054906 	0.040775 	0.028249 	 0.001557 
0.156744 	0.061992 	0.045987 	0.033563 	 0.001733 
0.180049 	0.079876 	0.056078 	0.050328 	 0.003537 
0.197790 	0.074785 	0.052050 	0.045353 	 0.003101 
0.200033 	0.072413 	0.050509 	0.042552 	 0.003016 
0.202882 	0.060541 	0.043472 	0.034277 	 0.002304 
0.193168 	0.073725 	0.051798 	0.045672 	 0.003461 
0.201114 	0.058531 	0.042087 	0.033635 	 0.001753 
0.182202 	0.071694 	0.050269 	0.044769 	 0.002276 
0.192673 	0.055790 	0.040703 	0.030835 	 0.002142 
0.172640 	0.059779 	0.043093 	0.032580 	 0.001069 
0.188670 	0.087877 	0.059122 	0.057632 	 0.004049 
0.179057 	0.076347 	0.052321 	0.045677 	 0.002674 
0.200124 	0.061327 	0.043750 	0.036241 	 0.002536 
0.172458 	0.067117 	0.047999 	0.036370 	 0.002202 
0.170920 	0.071116 	0.050261 	0.041072 	 0.002812 
0.162549 	0.062836 	0.046557 	0.034495 	 0.002364 
0.179094 	0.061541 	0.043859 	0.036016 	 0.002761 
0.170591 	0.073030 	0.052104 	0.041144 	 0.002968 
0.186550 	0.063810 	0.045958 	0.035492 	 0.002769 
0.186914 	0.055574 	0.041111 	0.028962 	 0.001897 
0.182209 	0.060799 	0.045018 	0.030854 	 0.002296 
0.165019 	0.078309 	0.054802 	0.044932 	 0.003202 
0.191860 	0.064303 	0.046590 	0.037145 	 0.002548 
0.159939 	0.067098 	0.048296 	0.039758 	 0.002647 
0.185049 	0.080196 	0.055598 	0.049184 	 0.003583 
0.162433 	0.076714 	0.053986 	0.043288 	 0.002970 
0.173063 	0.080896 	0.056761 	0.047123 	 0.002895 
0.183316 	0.058998 	0.043472 	0.033199 	 0.002166 
0.188902 	0.066120 	0.047291 	0.037249 	 0.002593 
0.165757 	0.065696 	0.047831 	0.034811 	 0.002072 
0.182008 	0.064657 	0.047389 	0.035429 	 0.002961 
0.173412 	0.074864 	0.053203 	0.041324 	 0.002908 
0.154545 	0.074033 	0.052886 	0.040706 	 0.003340 
0.164598 	0.083386 	0.059181 	0.047232 	 0.004166 
0.189662 	0.064921 	0.046687 	0.034531 	 0.002411 
0.157721 	0.065040 	0.048377 	0.032578 	 0.002306 
0.158861 	0.062375 	0.046370 	0.030236 	 0.001550 
0.178076 	0.086722 	0.060775 	0.052698 	 0.003927 
0.174050 	0.083631 	0.059032 	0.049428 	 0.003567 
0.194156 	0.071464 	0.050447 	0.041610 	 0.002980 
0.160164 	0.081672 	0.058341 	0.044939 	 0.002485 
0.164634 	0.070305 	0.050585 	0.039058 	 0.002513 
0.156021 	0.077469 	0.055406 	0.043054 	 0.002823 
0.143877 	0.086521 	0.062176 	0.046327 	 0.003616 
0.180248 	0.080317 	0.056810 	0.044951 	 0.003516 
0.161860 	0.089688 	0.063995 	0.050678 	 0.003936 
0.166901 	0.091979 	0.064891 	0.051957 	 0.003631 
0.143015 	0.085424 	0.060071 	0.048015 	 0.003952 
0.172442 	0.066202 	0.048437 	0.034862 	 0.002636 
0.160455 	0.068570 	0.050087 	0.033662 	 0.002842 
0.173045 	0.081868 	0.057744 	0.045208 	 0.003670 
0.180031 	0.058266 	0.043834 	0.028792 	 0.001933 
0.185476 	0.081729 	0.056916 	0.048341 	 0.004137 
0.143488 	0.091670 	0.063633 	0.053793 	 0.004101 
0.176920 	0.071917 	0.052474 	0.036537 	 0.002857 
0.151187 	0.073748 	0.053176 	0.038139 	 0.002512 
0.153326 	0.093289 	0.064814 	0.055631 	 0.004377 
0.173410 	0.079011 	0.056972 	0.043947 	 0.003554 
0.160536 	0.080176 	0.057680 	0.042757 	 0.003767 
0.137478 	0.080771 	0.057482 	0.041165 	 0.002668 
0.158069 	0.080124 	0.057051 	0.043002 	 0.003667 
0.159556 	0.090542 	0.062973 	0.051410 	 0.003782 
0.152363 	0.085626 	0.060267 	0.046840 	 0.003413 
0.138853 	0.071881 	0.052952 	0.035002 	 0.002703 
0.147045 	0.081586 	0.058193 	0.044066 	 0.002651 
0.143899 	0.081195 	0.057966 	0.042773 	 0.003089 
0.148587 	0.082675 	0.059094 	0.043834 	 0.003572 
0.133804 	0.096833 	0.067768 	0.054465 	 0.003797 
0.154029 	0.091296 	0.065028 	0.048533 	 0.004101 
0.169740 	0.072743 	0.052883 	0.037944 	 0.003038 
0.123024 	0.085622 	0.062166 	0.043247 	 0.002700 
0.136460 	0.093155 	0.067337 	0.048377 	 0.003946 
0.137484 	0.077251 	0.056108 	0.036032 	 0.003109 
0.148511 	0.076377 	0.056158 	0.033324 	 0.002838 
0.126967 	0.082477 	0.060638 	0.036056 	 0.002637 
0.178409 	0.077469 	0.055629 	0.043334 	 0.003457 
0.149200 	0.085552 	0.062270 	0.043613 	 0.003341 
0.146965 	0.081370 	0.059667 	0.037311 	 0.002637 
0.149926 	0.079141 	0.058351 	0.037792 	 0.002876 
0.138362 	0.077686 	0.058012 	0.032751 	 0.002667 
0.126337 	0.089185 	0.064647 	0.042815 	 0.003275 
0.142776 	0.083327 	0.061022 	0.038181 	 0.002722 
0.134318 	0.071808 	0.053384 	0.031605 	 0.001742 
0.149761 	0.078170 	0.057295 	0.037332 	 0.002766 
0.120877 	0.074307 	0.056767 	0.029970 	 0.002269 
0.156570 	0.085542 	0.061403 	0.044377 	 0.003992 
0.130756 	0.075114 	0.056265 	0.031377 	 0.003112 
0.111178 	0.085357 	0.062266 	0.039096 	 0.002926 
0.137840 	0.094807 	0.066933 	0.049354 	 0.003998 
0.127214 	0.080383 	0.059865 	0.037384 	 0.003284 
0.139360 	0.081485 	0.058463 	0.037958 	 0.002763 
0.135233 	0.085262 	0.062025 	0.041456 	 0.003133 
