di 	gli 	gal 	gos3 	 gos4 
0.419141 	0.027739 	0.016851 	0.018437 	 -0.001895 
0.416702 	0.039569 	0.024577 	0.030454 	 -0.000273 
0.441283 	0.027886 	0.015809 	0.035890 	 -0.001227 
0.417865 	0.051515 	0.031318 	0.051937 	 0.000994 
0.429109 	0.051181 	0.031199 	0.051037 	 0.000127 
0.421282 	0.058012 	0.035898 	0.055213 	 0.000436 
0.406923 	0.060839 	0.037365 	0.059297 	 0.001233 
0.427863 	0.048240 	0.029393 	0.048859 	 0.000001 
0.424875 	0.059708 	0.036902 	0.056271 	 0.000364 
0.417638 	0.058415 	0.035510 	0.056833 	 0.000027 
0.423545 	0.046372 	0.027909 	0.048531 	 0.000196 
0.409078 	0.056761 	0.034555 	0.056647 	 0.001281 
0.412464 	0.057168 	0.034571 	0.056528 	 0.000655 
0.413577 	0.048643 	0.029054 	0.053869 	 0.000646 
0.397842 	0.077537 	0.048260 	0.068861 	 0.001630 
0.414156 	0.061561 	0.037341 	0.064589 	 0.001510 
0.407055 	0.061614 	0.037954 	0.058456 	 0.001422 
0.412530 	0.068657 	0.042370 	0.064213 	 0.001031 
0.402054 	0.063707 	0.039247 	0.060094 	 0.001148 
0.402540 	0.061370 	0.037977 	0.059132 	 0.002063 
0.395043 	0.077387 	0.048061 	0.070977 	 0.002787 
0.401590 	0.069972 	0.043904 	0.060991 	 0.001539 
0.409844 	0.060107 	0.036941 	0.057057 	 0.000583 
0.386393 	0.077184 	0.047932 	0.071718 	 0.003350 
0.406136 	0.065643 	0.040055 	0.065463 	 0.001491 
0.394526 	0.076787 	0.047654 	0.069980 	 0.002247 
0.396553 	0.069749 	0.043346 	0.064566 	 0.002426 
0.392227 	0.069429 	0.042753 	0.065901 	 0.002240 
0.399266 	0.061440 	0.037959 	0.059291 	 0.002258 
0.387341 	0.082483 	0.051540 	0.073774 	 0.003270 
0.388280 	0.076123 	0.047419 	0.070432 	 0.002877 
0.385608 	0.079791 	0.049413 	0.075942 	 0.003577 
0.388572 	0.077318 	0.047936 	0.072667 	 0.002835 
0.390612 	0.073638 	0.045716 	0.069027 	 0.002844 
0.393757 	0.072142 	0.044664 	0.066890 	 0.002304 
0.392530 	0.067347 	0.041642 	0.063356 	 0.002433 
0.384872 	0.074991 	0.046142 	0.072588 	 0.003116 
0.385099 	0.075220 	0.046659 	0.071750 	 0.003196 
0.382691 	0.078478 	0.048623 	0.074816 	 0.003416 
0.373231 	0.086952 	0.054163 	0.078611 	 0.004240 
0.380968 	0.075141 	0.046450 	0.068027 	 0.002754 
0.365267 	0.084227 	0.052524 	0.074550 	 0.004027 
