di 	gli 	gal 	gos3 	 gos4 
0.428093 	0.018035 	0.010730 	0.012511 	 -0.002113 
0.419768 	0.037751 	0.023528 	0.030260 	 -0.000319 
0.442517 	0.032188 	0.018721 	0.038039 	 -0.001087 
0.417489 	0.054920 	0.033580 	0.053608 	 0.000772 
0.428990 	0.053584 	0.032845 	0.053514 	 0.000194 
0.419434 	0.060490 	0.037476 	0.057502 	 0.000885 
0.414724 	0.058588 	0.036249 	0.056769 	 0.001107 
0.428298 	0.050553 	0.030988 	0.049746 	 -0.000041 
0.425325 	0.058929 	0.036429 	0.055291 	 0.000178 
0.419593 	0.058469 	0.035748 	0.056865 	 0.000269 
0.423618 	0.047283 	0.028566 	0.049365 	 0.000263 
0.409677 	0.059070 	0.036087 	0.058573 	 0.001430 
0.413301 	0.055855 	0.033817 	0.055569 	 0.000436 
0.416013 	0.049859 	0.030006 	0.053913 	 0.000629 
0.399328 	0.076067 	0.047361 	0.067771 	 0.001537 
0.416511 	0.059988 	0.036387 	0.062553 	 0.001471 
0.409031 	0.060758 	0.037507 	0.058085 	 0.001468 
0.411823 	0.068284 	0.042025 	0.064638 	 0.001189 
0.399697 	0.064529 	0.039647 	0.061708 	 0.001383 
0.408017 	0.058445 	0.036226 	0.055912 	 0.001734 
0.396102 	0.078106 	0.048523 	0.071313 	 0.002820 
0.401467 	0.072878 	0.045786 	0.064195 	 0.001895 
0.410544 	0.059487 	0.036518 	0.057451 	 0.000595 
0.389903 	0.075363 	0.046789 	0.070764 	 0.003163 
0.411110 	0.060687 	0.036993 	0.060690 	 0.000809 
0.391422 	0.079842 	0.049667 	0.072078 	 0.002524 
0.393412 	0.075192 	0.046926 	0.068305 	 0.002802 
0.394696 	0.067009 	0.041287 	0.064076 	 0.001981 
0.399567 	0.062296 	0.038580 	0.059529 	 0.002180 
0.388190 	0.078199 	0.048859 	0.070652 	 0.003139 
0.383307 	0.079068 	0.049295 	0.072574 	 0.002987 
0.385816 	0.078729 	0.048813 	0.074680 	 0.003450 
0.391232 	0.074612 	0.046420 	0.069192 	 0.002779 
0.388839 	0.077421 	0.048118 	0.072021 	 0.002971 
0.391436 	0.074314 	0.046033 	0.068250 	 0.002575 
0.393620 	0.067644 	0.042022 	0.063561 	 0.002444 
0.385453 	0.079329 	0.049230 	0.073830 	 0.003122 
0.382918 	0.076894 	0.047757 	0.072733 	 0.003357 
0.380835 	0.078700 	0.048776 	0.074733 	 0.003412 
0.373415 	0.085678 	0.053415 	0.076843 	 0.003978 
0.380277 	0.074470 	0.046089 	0.067783 	 0.002984 
0.366999 	0.083538 	0.051959 	0.074828 	 0.003772 
0.369850 	0.095468 	0.059575 	0.086773 	 0.004332 
0.383046 	0.078038 	0.048490 	0.072242 	 0.003342 
0.383640 	0.078476 	0.049007 	0.073671 	 0.003902 
0.375595 	0.082572 	0.051477 	0.077510 	 0.003878 
0.360965 	0.099514 	0.062621 	0.086503 	 0.005258 
0.370272 	0.086456 	0.054045 	0.076683 	 0.003546 
0.369786 	0.085621 	0.053713 	0.076825 	 0.003724 
0.364190 	0.099832 	0.062723 	0.084990 	 0.004251 
0.374883 	0.084508 	0.052485 	0.076097 	 0.002956 
0.362093 	0.085700 	0.053592 	0.076379 	 0.004018 
