di 	gli 	gal 	gos3 	 gos4 
0.458844 	-0.002099 	0.000700 	-0.000528 	 0.002737 
0.451895 	0.001302 	0.002590 	0.000600 	 0.002748 
0.403995 	0.029834 	0.020423 	0.028604 	 0.005596 
0.416364 	0.024226 	0.016555 	0.027274 	 0.005445 
0.420707 	0.021779 	0.015192 	0.024164 	 0.005172 
0.404228 	0.030573 	0.021127 	0.030871 	 0.005888 
0.407492 	0.028910 	0.019854 	0.029412 	 0.005742 
0.430745 	0.015821 	0.011483 	0.019221 	 0.004684 
0.396388 	0.035320 	0.024340 	0.033501 	 0.006241 
0.388810 	0.039670 	0.027008 	0.035246 	 0.006352 
0.400875 	0.032537 	0.022227 	0.029834 	 0.005829 
0.389628 	0.039055 	0.026422 	0.036160 	 0.006432 
0.390803 	0.038858 	0.026501 	0.036053 	 0.006492 
0.401845 	0.031909 	0.021764 	0.030558 	 0.005830 
0.379357 	0.044848 	0.030778 	0.037585 	 0.006680 
0.394038 	0.035781 	0.024952 	0.032236 	 0.006177 
0.400872 	0.033324 	0.022795 	0.033654 	 0.006241 
0.417791 	0.022546 	0.015860 	0.024512 	 0.005271 
0.386097 	0.040018 	0.027239 	0.035330 	 0.006401 
0.381832 	0.043946 	0.030095 	0.038923 	 0.006783 
0.373461 	0.048155 	0.032525 	0.041162 	 0.007093 
0.363892 	0.053744 	0.036048 	0.042715 	 0.007044 
0.386406 	0.040275 	0.027472 	0.034961 	 0.006365 
0.374294 	0.047769 	0.032445 	0.041014 	 0.007111 
0.387566 	0.039106 	0.026942 	0.034067 	 0.006376 
0.378764 	0.046498 	0.031117 	0.044030 	 0.007283 
0.353261 	0.061241 	0.040255 	0.050124 	 0.007694 
0.370983 	0.050194 	0.033291 	0.043843 	 0.007116 
0.370059 	0.050281 	0.033195 	0.043573 	 0.007035 
0.362860 	0.054687 	0.036792 	0.044711 	 0.007367 
0.377994 	0.045761 	0.031015 	0.042128 	 0.007175 
0.351478 	0.061292 	0.040954 	0.051563 	 0.008126 
0.364323 	0.054485 	0.037019 	0.045170 	 0.007492 
0.363872 	0.053690 	0.035925 	0.044447 	 0.007321 
0.366409 	0.052794 	0.035122 	0.046689 	 0.007496 
0.380344 	0.044341 	0.029710 	0.041189 	 0.006975 
0.340206 	0.069098 	0.045585 	0.058724 	 0.008732 
0.345070 	0.065264 	0.043289 	0.054644 	 0.008337 
0.330072 	0.073482 	0.048646 	0.059504 	 0.008859 
0.340233 	0.068210 	0.045086 	0.057157 	 0.008578 
0.335036 	0.071827 	0.047258 	0.060312 	 0.008863 
0.311326 	0.085702 	0.056424 	0.069804 	 0.009871 
0.333193 	0.072086 	0.047663 	0.059617 	 0.008867 
0.311435 	0.085499 	0.056110 	0.069057 	 0.009740 
0.338279 	0.070058 	0.046299 	0.059573 	 0.008850 
0.332315 	0.073633 	0.048741 	0.062406 	 0.009220 
0.329548 	0.074122 	0.049120 	0.059117 	 0.008828 
0.319494 	0.079949 	0.053035 	0.064509 	 0.009446 
0.335190 	0.070847 	0.047024 	0.058055 	 0.008746 
0.328802 	0.074152 	0.049155 	0.058385 	 0.008739 
0.325383 	0.075816 	0.050435 	0.061065 	 0.009102 
0.317743 	0.080616 	0.053509 	0.065313 	 0.009555 
0.314883 	0.082846 	0.054920 	0.067422 	 0.009803 
0.322154 	0.077971 	0.051767 	0.062035 	 0.009182 
0.312373 	0.084910 	0.056028 	0.069309 	 0.009907 
0.312079 	0.083840 	0.055626 	0.065968 	 0.009599 
0.310613 	0.085367 	0.056450 	0.067168 	 0.009661 
0.333131 	0.071128 	0.047545 	0.058402 	 0.008892 
0.325023 	0.076835 	0.051004 	0.061746 	 0.009148 
0.302795 	0.090201 	0.059479 	0.069764 	 0.009967 
0.318497 	0.080244 	0.053353 	0.064135 	 0.009433 
0.308977 	0.086422 	0.056973 	0.069529 	 0.009885 
0.313831 	0.083350 	0.055065 	0.067251 	 0.009677 
0.291828 	0.096173 	0.063557 	0.074608 	 0.010484 
0.291253 	0.096204 	0.063822 	0.072464 	 0.010335 
0.298019 	0.092097 	0.060728 	0.071046 	 0.010046 
0.283953 	0.099703 	0.066202 	0.074372 	 0.010494 
0.306591 	0.088064 	0.058231 	0.070361 	 0.010055 
0.286006 	0.099800 	0.065544 	0.076511 	 0.010529 
0.289213 	0.098141 	0.064895 	0.075521 	 0.010582 
0.292351 	0.095383 	0.063655 	0.074069 	 0.010653 
0.287694 	0.098031 	0.065301 	0.073734 	 0.010491 
0.281350 	0.101825 	0.067823 	0.077450 	 0.010843 
0.306867 	0.086777 	0.057673 	0.066062 	 0.009620 
0.308654 	0.086066 	0.057293 	0.067733 	 0.009871 
0.279455 	0.103715 	0.068320 	0.078772 	 0.010845 
0.288934 	0.097381 	0.064964 	0.073993 	 0.010588 
0.290827 	0.097014 	0.064170 	0.075754 	 0.010655 
0.289160 	0.096808 	0.064793 	0.071943 	 0.010376 
0.284723 	0.098912 	0.065939 	0.070927 	 0.010192 
0.279990 	0.104068 	0.068593 	0.079631 	 0.010965 
0.292141 	0.095201 	0.063340 	0.072600 	 0.010385 
0.275356 	0.104895 	0.070003 	0.078127 	 0.011050 
0.283608 	0.100309 	0.066698 	0.074301 	 0.010581 
0.290817 	0.096177 	0.064041 	0.073267 	 0.010506 
0.283262 	0.100928 	0.066953 	0.076661 	 0.010786 
0.296278 	0.092089 	0.061500 	0.068231 	 0.009972 
0.295970 	0.092021 	0.061686 	0.068448 	 0.010077 
0.278446 	0.102448 	0.068038 	0.074616 	 0.010531 
0.275794 	0.104296 	0.069845 	0.077216 	 0.011035 
0.276651 	0.103286 	0.069263 	0.076320 	 0.010962 
0.278840 	0.103403 	0.068670 	0.076876 	 0.010818 
0.264029 	0.111408 	0.074267 	0.080629 	 0.011246 
0.280881 	0.102503 	0.068071 	0.076258 	 0.010739 
0.267362 	0.109551 	0.073004 	0.079893 	 0.011199 
0.280631 	0.101471 	0.067640 	0.075538 	 0.010773 
0.264210 	0.111452 	0.074043 	0.082741 	 0.011493 
0.267792 	0.108618 	0.072592 	0.077715 	 0.011090 
0.260684 	0.112268 	0.075098 	0.080142 	 0.011368 
0.282760 	0.099842 	0.066809 	0.072897 	 0.010526 
0.263170 	0.111395 	0.074191 	0.081156 	 0.011348 
0.277797 	0.103233 	0.069028 	0.075165 	 0.010775 
0.262209 	0.112336 	0.074723 	0.082427 	 0.011455 
0.267693 	0.109516 	0.073280 	0.080105 	 0.011361 
0.283099 	0.100585 	0.067494 	0.074910 	 0.010848 
0.261033 	0.112619 	0.075136 	0.081939 	 0.011481 
0.274869 	0.104883 	0.070614 	0.074733 	 0.010867 
0.247587 	0.119838 	0.080408 	0.084691 	 0.011932 
0.255943 	0.114640 	0.076998 	0.079884 	 0.011404 
0.247953 	0.119952 	0.079790 	0.085691 	 0.011809 
0.260964 	0.111897 	0.074828 	0.078603 	 0.011141 
0.272996 	0.105875 	0.070942 	0.076094 	 0.010922 
0.255729 	0.115573 	0.076931 	0.081479 	 0.011349 
0.263425 	0.110826 	0.074105 	0.078205 	 0.011088 
0.261686 	0.111726 	0.074847 	0.079866 	 0.011337 
0.262318 	0.112233 	0.074943 	0.079967 	 0.011259 
0.239513 	0.124595 	0.083043 	0.085318 	 0.011772 
0.244315 	0.121365 	0.081414 	0.084233 	 0.011855 
0.257021 	0.114136 	0.076463 	0.080630 	 0.011436 
0.254460 	0.115209 	0.077202 	0.081767 	 0.011562 
0.251383 	0.116708 	0.078485 	0.079539 	 0.011369 
0.233568 	0.127762 	0.085380 	0.086304 	 0.011962 
0.239544 	0.123993 	0.083283 	0.084412 	 0.011895 
0.230721 	0.128546 	0.086210 	0.085716 	 0.012003 
0.238697 	0.124103 	0.083227 	0.082610 	 0.011631 
0.254704 	0.114422 	0.077335 	0.075808 	 0.011054 
0.245671 	0.120410 	0.081272 	0.080650 	 0.011565 
0.247586 	0.118525 	0.079843 	0.080607 	 0.011531 
0.232868 	0.128494 	0.086214 	0.087566 	 0.012216 
0.243789 	0.120495 	0.081602 	0.079022 	 0.011468 
0.240557 	0.123447 	0.082913 	0.084259 	 0.011869 
0.252954 	0.116821 	0.078717 	0.079504 	 0.011397 
0.233703 	0.126739 	0.085170 	0.084330 	 0.011887 
0.229302 	0.129854 	0.087044 	0.085792 	 0.011952 
0.234305 	0.126415 	0.085057 	0.085167 	 0.011993 
0.225958 	0.131307 	0.088284 	0.085008 	 0.011948 
0.223379 	0.132731 	0.089294 	0.086217 	 0.012113 
0.236589 	0.124950 	0.084449 	0.080380 	 0.011575 
0.228454 	0.129960 	0.087429 	0.085789 	 0.012056 
0.231887 	0.127373 	0.085731 	0.081842 	 0.011627 
0.226877 	0.130154 	0.087731 	0.084948 	 0.012044 
0.224938 	0.130723 	0.088976 	0.083641 	 0.012073 
0.221408 	0.133505 	0.090369 	0.086817 	 0.012310 
0.214608 	0.137522 	0.092348 	0.087846 	 0.012212 
0.227168 	0.129215 	0.087759 	0.081553 	 0.011877 
0.231686 	0.127847 	0.086257 	0.084685 	 0.012065 
0.230119 	0.128363 	0.086810 	0.083782 	 0.012000 
0.219089 	0.135397 	0.091467 	0.089607 	 0.012640 
0.221575 	0.133279 	0.089888 	0.085240 	 0.012051 
0.222260 	0.132575 	0.089558 	0.085810 	 0.012203 
0.227892 	0.128151 	0.087507 	0.080928 	 0.011916 
0.206663 	0.140750 	0.095395 	0.088821 	 0.012603 
0.211866 	0.138605 	0.093358 	0.088224 	 0.012362 
0.225254 	0.130781 	0.088751 	0.082471 	 0.011936 
0.222284 	0.131942 	0.089808 	0.083755 	 0.012193 
0.229052 	0.128083 	0.086935 	0.080919 	 0.011746 
0.201430 	0.145383 	0.097940 	0.091903 	 0.012792 
0.218677 	0.133439 	0.090938 	0.082088 	 0.011979 
0.206773 	0.141648 	0.095691 	0.089646 	 0.012635 
0.212717 	0.137382 	0.093665 	0.086379 	 0.012476 
0.214589 	0.136569 	0.092761 	0.084058 	 0.012125 
0.216715 	0.135206 	0.091932 	0.083621 	 0.012128 
0.201836 	0.143584 	0.097878 	0.090402 	 0.012929 
0.210811 	0.137479 	0.093758 	0.083130 	 0.012192 
0.203139 	0.142479 	0.097079 	0.087715 	 0.012689 
0.200675 	0.143771 	0.097761 	0.087188 	 0.012549 
0.186696 	0.152837 	0.103036 	0.095384 	 0.013228 
0.198903 	0.145018 	0.098666 	0.090301 	 0.012893 
0.196394 	0.147032 	0.099614 	0.091104 	 0.012865 
0.198176 	0.144901 	0.098698 	0.087531 	 0.012670 
0.198077 	0.145367 	0.098727 	0.087910 	 0.012626 
0.209551 	0.137871 	0.094294 	0.084045 	 0.012366 
0.199228 	0.144410 	0.098092 	0.085412 	 0.012260 
0.188250 	0.151739 	0.102805 	0.096294 	 0.013508 
0.193138 	0.149521 	0.101006 	0.089961 	 0.012624 
0.195863 	0.146520 	0.099481 	0.088264 	 0.012625 
0.199057 	0.144179 	0.098292 	0.085256 	 0.012384 
0.202544 	0.142609 	0.097238 	0.085807 	 0.012477 
0.213398 	0.136675 	0.093600 	0.081493 	 0.012107 
0.196472 	0.145738 	0.099829 	0.086995 	 0.012712 
0.186068 	0.151558 	0.102865 	0.090566 	 0.012848 
0.202682 	0.142195 	0.096991 	0.085353 	 0.012432 
0.193777 	0.147371 	0.100330 	0.087650 	 0.012649 
0.200304 	0.142855 	0.097871 	0.085651 	 0.012625 
0.173816 	0.158820 	0.107909 	0.094075 	 0.013383 
0.183574 	0.151702 	0.103662 	0.089652 	 0.013003 
0.183664 	0.152622 	0.104078 	0.090014 	 0.012979 
