di 	gli 	gal 	gos3 	 gos4 
0.419416 	0.027511 	0.016746 	0.018008 	 -0.001915 
0.416868 	0.038659 	0.023937 	0.029611 	 -0.000249 
0.441587 	0.027615 	0.015577 	0.035652 	 -0.001293 
0.417890 	0.051844 	0.031570 	0.052039 	 0.000938 
0.429533 	0.050876 	0.031064 	0.051091 	 0.000093 
0.420706 	0.058829 	0.036391 	0.055970 	 0.000531 
0.407632 	0.061038 	0.037493 	0.059435 	 0.001240 
0.428013 	0.048315 	0.029443 	0.048772 	 0.000007 
0.424152 	0.059756 	0.036927 	0.056252 	 0.000391 
0.418333 	0.057856 	0.035151 	0.056429 	 0.000012 
0.423248 	0.046330 	0.027897 	0.048520 	 0.000205 
0.409767 	0.056498 	0.034364 	0.056496 	 0.001213 
0.412547 	0.056769 	0.034334 	0.056131 	 0.000613 
0.413506 	0.049112 	0.029392 	0.053888 	 0.000664 
0.397572 	0.078365 	0.048772 	0.069399 	 0.001665 
0.415308 	0.060714 	0.036773 	0.063510 	 0.001388 
0.408007 	0.061162 	0.037695 	0.057940 	 0.001373 
0.413305 	0.068402 	0.042200 	0.064095 	 0.001005 
0.402587 	0.063264 	0.038930 	0.059985 	 0.001133 
0.403285 	0.061476 	0.037995 	0.059249 	 0.002062 
0.394594 	0.077258 	0.047764 	0.070733 	 0.002730 
0.402100 	0.070164 	0.043992 	0.061216 	 0.001560 
0.409481 	0.060227 	0.037015 	0.056892 	 0.000572 
0.387001 	0.077063 	0.047785 	0.071615 	 0.003318 
0.406761 	0.065201 	0.039741 	0.065119 	 0.001496 
0.394663 	0.076931 	0.047595 	0.069933 	 0.002168 
0.396263 	0.069859 	0.043344 	0.065007 	 0.002447 
0.392282 	0.069626 	0.042744 	0.065948 	 0.002219 
0.399596 	0.061254 	0.037912 	0.059280 	 0.002243 
0.387941 	0.082047 	0.051310 	0.073356 	 0.003248 
0.388482 	0.076435 	0.047583 	0.070884 	 0.002913 
0.385746 	0.079519 	0.049195 	0.075803 	 0.003546 
0.388805 	0.077234 	0.047750 	0.072618 	 0.002847 
0.390471 	0.073476 	0.045566 	0.068943 	 0.002826 
0.394237 	0.071680 	0.044369 	0.066685 	 0.002246 
0.392369 	0.067700 	0.041889 	0.063677 	 0.002439 
0.385123 	0.074572 	0.045920 	0.072730 	 0.003145 
0.383896 	0.076064 	0.047371 	0.072361 	 0.003220 
0.382773 	0.078692 	0.048628 	0.074909 	 0.003413 
0.373069 	0.087041 	0.054290 	0.078895 	 0.004236 
0.380420 	0.075619 	0.046848 	0.068404 	 0.002769 
0.365185 	0.083949 	0.052285 	0.074651 	 0.003994 
0.368273 	0.099087 	0.061872 	0.088294 	 0.004533 
0.383665 	0.077194 	0.047964 	0.072099 	 0.003308 
0.383235 	0.076672 	0.047950 	0.071904 	 0.003965 
0.378189 	0.081925 	0.051099 	0.076583 	 0.003667 
0.359976 	0.099895 	0.062794 	0.087018 	 0.005215 
0.369279 	0.086947 	0.054358 	0.077030 	 0.003767 
0.371336 	0.085520 	0.053605 	0.075760 	 0.003575 
0.361584 	0.100842 	0.063365 	0.085711 	 0.004608 
0.372809 	0.083984 	0.052120 	0.075540 	 0.003077 
0.361916 	0.084592 	0.052881 	0.075591 	 0.003876 
0.359676 	0.090755 	0.056996 	0.080212 	 0.004311 
0.374229 	0.087251 	0.055544 	0.073154 	 0.003945 
0.361802 	0.089077 	0.055895 	0.077757 	 0.004277 
0.347848 	0.101580 	0.064050 	0.087187 	 0.005381 
0.355808 	0.098739 	0.062361 	0.084728 	 0.005081 
0.354282 	0.097301 	0.061350 	0.083775 	 0.004776 
0.343937 	0.106560 	0.067121 	0.090735 	 0.004973 
0.364497 	0.088368 	0.055606 	0.079974 	 0.005058 
0.357620 	0.094291 	0.059702 	0.081938 	 0.004698 
0.344092 	0.109514 	0.069095 	0.093568 	 0.005752 
0.354001 	0.092351 	0.057995 	0.081981 	 0.004442 
0.357371 	0.090693 	0.056797 	0.081140 	 0.004538 
0.347669 	0.099010 	0.062373 	0.086096 	 0.005622 
0.329860 	0.116170 	0.073653 	0.097018 	 0.006779 
0.346904 	0.090863 	0.056958 	0.079964 	 0.004476 
0.339059 	0.102606 	0.064516 	0.089809 	 0.005272 
0.339650 	0.105407 	0.066671 	0.090043 	 0.006096 
0.337283 	0.109255 	0.069309 	0.092836 	 0.006438 
0.356734 	0.097881 	0.061789 	0.085942 	 0.004633 
0.343537 	0.098407 	0.062013 	0.084494 	 0.005316 
0.344931 	0.107039 	0.067766 	0.092680 	 0.005885 
0.336588 	0.114765 	0.072953 	0.096295 	 0.006164 
0.337492 	0.111305 	0.070438 	0.094860 	 0.006113 
0.346595 	0.098957 	0.062491 	0.084757 	 0.005568 
0.334582 	0.111231 	0.070350 	0.093725 	 0.005730 
0.349691 	0.102768 	0.065097 	0.087388 	 0.005189 
0.347947 	0.098353 	0.062486 	0.083427 	 0.005243 
0.325517 	0.115054 	0.073024 	0.094897 	 0.006419 
0.347713 	0.093861 	0.059180 	0.080104 	 0.004239 
0.327601 	0.107509 	0.068133 	0.089666 	 0.006231 
0.333743 	0.102427 	0.064942 	0.086777 	 0.005913 
0.337561 	0.102834 	0.065860 	0.084145 	 0.006032 
0.341424 	0.094223 	0.059378 	0.082422 	 0.004994 
0.345201 	0.098156 	0.062442 	0.084560 	 0.006176 
0.327179 	0.111696 	0.071155 	0.091297 	 0.006266 
0.329483 	0.101758 	0.064803 	0.085445 	 0.006085 
0.326303 	0.110496 	0.069985 	0.093645 	 0.005864 
0.334243 	0.103737 	0.065788 	0.087455 	 0.005475 
0.341894 	0.098086 	0.062323 	0.083448 	 0.005389 
0.330641 	0.105791 	0.067282 	0.088817 	 0.006019 
0.330316 	0.111023 	0.070373 	0.093547 	 0.006576 
0.324708 	0.120465 	0.076712 	0.100822 	 0.007107 
0.328918 	0.103877 	0.065833 	0.090495 	 0.006272 
0.332377 	0.100477 	0.063748 	0.084805 	 0.005987 
0.320991 	0.121215 	0.077309 	0.099307 	 0.007488 
0.336819 	0.103011 	0.065407 	0.089193 	 0.006118 
0.328026 	0.109963 	0.070377 	0.089617 	 0.006224 
0.320377 	0.115018 	0.073419 	0.095373 	 0.007380 
0.330825 	0.109011 	0.069614 	0.089878 	 0.006091 
0.318573 	0.120016 	0.077044 	0.093868 	 0.006923 
0.319148 	0.116851 	0.074627 	0.095422 	 0.006675 
0.322648 	0.109505 	0.069724 	0.090074 	 0.006361 
0.325777 	0.113569 	0.072454 	0.093446 	 0.005835 
0.321737 	0.109668 	0.070180 	0.089549 	 0.006712 
0.322843 	0.106678 	0.068069 	0.087479 	 0.006223 
0.323805 	0.118298 	0.075887 	0.096083 	 0.006851 
0.317559 	0.114525 	0.073488 	0.093139 	 0.006869 
0.316824 	0.118924 	0.076574 	0.094850 	 0.007108 
0.310124 	0.132708 	0.085783 	0.102000 	 0.007852 
