di 	gli 	gal 	gos3 	gos4 	lac 	 glb 
0.494085 	0.003730 	0.000106 	0.001450 	-0.000131 	0.494107 	 -0.000015 
0.489048 	0.007021 	0.000456 	0.004690 	-0.000120 	0.489039 	 0.000034 
0.488490 	0.007484 	0.000910 	0.005830 	-0.000030 	0.488460 	 0.000039 
0.491607 	0.005683 	0.000197 	0.004979 	-0.000152 	0.491596 	 0.000014 
0.482341 	0.011214 	0.001360 	0.007297 	0.000036 	0.482300 	 0.000058 
0.484524 	0.009856 	0.001212 	0.006455 	0.000022 	0.484488 	 0.000024 
0.479981 	0.012512 	0.001446 	0.005424 	0.000077 	0.479929 	 0.000042 
0.482669 	0.011181 	0.001689 	0.007739 	0.000069 	0.482642 	 0.000046 
0.485587 	0.009114 	0.000917 	0.005311 	-0.000033 	0.485560 	 0.000045 
0.482106 	0.011128 	0.001691 	0.006813 	0.000240 	0.482038 	 0.000083 
0.472689 	0.017372 	0.002297 	0.011580 	0.000142 	0.472594 	 0.000077 
0.474589 	0.016199 	0.001857 	0.012818 	0.000109 	0.474488 	 0.000082 
0.471887 	0.017909 	0.002698 	0.012237 	0.000228 	0.471785 	 0.000106 
0.476543 	0.014933 	0.001744 	0.010108 	0.000065 	0.476464 	 0.000098 
0.475477 	0.015298 	0.002831 	0.010276 	0.000319 	0.475375 	 0.000107 
0.472171 	0.017462 	0.002550 	0.011722 	0.000248 	0.472054 	 0.000093 
0.472326 	0.017695 	0.002291 	0.012952 	0.000144 	0.472209 	 0.000123 
0.470968 	0.018885 	0.002552 	0.014804 	0.000141 	0.470849 	 0.000115 
0.468953 	0.019898 	0.003381 	0.015406 	0.000341 	0.468814 	 0.000156 
0.468453 	0.020306 	0.002257 	0.014376 	0.000067 	0.468325 	 0.000110 
0.474817 	0.016066 	0.002150 	0.011418 	0.000122 	0.474714 	 0.000124 
0.469611 	0.019578 	0.002147 	0.014647 	0.000079 	0.469473 	 0.000126 
0.467429 	0.020772 	0.003291 	0.016034 	0.000391 	0.467269 	 0.000163 
0.466806 	0.021287 	0.002840 	0.015345 	0.000221 	0.466655 	 0.000135 
0.461491 	0.024677 	0.003679 	0.018677 	0.000333 	0.461306 	 0.000167 
0.464309 	0.022735 	0.003349 	0.015924 	0.000316 	0.464153 	 0.000134 
0.465147 	0.022402 	0.003116 	0.017390 	0.000250 	0.464984 	 0.000165 
0.464339 	0.022726 	0.003469 	0.015830 	0.000361 	0.464179 	 0.000169 
0.461350 	0.024825 	0.003381 	0.018988 	0.000323 	0.461164 	 0.000187 
0.460277 	0.025213 	0.004188 	0.017187 	0.000502 	0.460097 	 0.000151 
0.456556 	0.027293 	0.004433 	0.019071 	0.000560 	0.456338 	 0.000202 
0.462632 	0.024012 	0.003565 	0.017633 	0.000318 	0.462466 	 0.000182 
0.458081 	0.026494 	0.003697 	0.020390 	0.000527 	0.457864 	 0.000225 
0.455253 	0.028369 	0.004344 	0.020760 	0.000485 	0.455029 	 0.000212 
0.458762 	0.026282 	0.003930 	0.019428 	0.000403 	0.458566 	 0.000195 
0.456238 	0.027802 	0.004081 	0.020359 	0.000416 	0.456026 	 0.000200 
0.457902 	0.026634 	0.004225 	0.019177 	0.000497 	0.457684 	 0.000232 
0.449325 	0.031987 	0.005177 	0.020954 	0.000638 	0.449088 	 0.000257 
0.447490 	0.033433 	0.005285 	0.022175 	0.000679 	0.447234 	 0.000222 
0.445762 	0.034451 	0.005573 	0.023971 	0.000707 	0.445488 	 0.000266 
0.448312 	0.032834 	0.005035 	0.022732 	0.000501 	0.448056 	 0.000229 
0.453634 	0.029310 	0.004804 	0.021428 	0.000555 	0.453398 	 0.000210 
0.451581 	0.030628 	0.005291 	0.022668 	0.000667 	0.451325 	 0.000261 
0.445244 	0.034605 	0.005613 	0.023391 	0.000693 	0.444973 	 0.000274 
0.446636 	0.033630 	0.005667 	0.023913 	0.000741 	0.446360 	 0.000292 
0.448338 	0.032520 	0.005451 	0.022280 	0.000712 	0.448070 	 0.000255 
0.453081 	0.029486 	0.004789 	0.020714 	0.000605 	0.452846 	 0.000232 
0.445450 	0.034455 	0.005143 	0.024259 	0.000625 	0.445176 	 0.000280 
0.451444 	0.030555 	0.005007 	0.021040 	0.000624 	0.451207 	 0.000237 
0.445853 	0.033953 	0.005754 	0.024001 	0.000746 	0.445574 	 0.000290 
0.450871 	0.030973 	0.005159 	0.021232 	0.000667 	0.450625 	 0.000245 
0.437509 	0.039166 	0.006994 	0.026014 	0.000930 	0.437185 	 0.000318 
0.447375 	0.032915 	0.005732 	0.022821 	0.000813 	0.447089 	 0.000292 
0.444989 	0.034715 	0.005500 	0.023970 	0.000690 	0.444708 	 0.000283 
0.444750 	0.034653 	0.005913 	0.024158 	0.000754 	0.444458 	 0.000290 
0.445984 	0.033691 	0.006045 	0.023032 	0.000850 	0.445700 	 0.000292 
0.435568 	0.040427 	0.006676 	0.027290 	0.000902 	0.435229 	 0.000334 
0.444008 	0.035060 	0.005841 	0.026477 	0.000768 	0.443704 	 0.000313 
0.442063 	0.036221 	0.006258 	0.025841 	0.000861 	0.441750 	 0.000324 
0.438305 	0.038685 	0.006693 	0.026882 	0.000941 	0.437979 	 0.000337 
0.435908 	0.040161 	0.006851 	0.027574 	0.000942 	0.435573 	 0.000336 
0.435398 	0.040636 	0.006832 	0.027049 	0.000965 	0.435064 	 0.000333 
0.440042 	0.037530 	0.006468 	0.026376 	0.000884 	0.439725 	 0.000314 
0.436711 	0.039752 	0.006799 	0.027487 	0.000951 	0.436376 	 0.000319 
0.439977 	0.037383 	0.006600 	0.025486 	0.000967 	0.439658 	 0.000315 
0.432855 	0.042133 	0.007274 	0.028121 	0.000999 	0.432504 	 0.000336 
0.438293 	0.038639 	0.006539 	0.027918 	0.000904 	0.437965 	 0.000334 
0.434108 	0.041186 	0.007034 	0.028434 	0.001068 	0.433758 	 0.000366 
0.434971 	0.040768 	0.007155 	0.028433 	0.000951 	0.434630 	 0.000331 
0.444337 	0.034714 	0.006185 	0.025070 	0.000856 	0.444035 	 0.000312 
0.435332 	0.040707 	0.006828 	0.028534 	0.000917 	0.434993 	 0.000329 
0.438466 	0.038603 	0.006103 	0.026828 	0.000796 	0.438144 	 0.000332 
0.434091 	0.041534 	0.007619 	0.030142 	0.001012 	0.433744 	 0.000348 
0.433903 	0.041388 	0.007269 	0.027634 	0.001049 	0.433554 	 0.000358 
0.432416 	0.042457 	0.007619 	0.028871 	0.001111 	0.432055 	 0.000376 
0.437628 	0.038975 	0.006484 	0.027752 	0.000897 	0.437294 	 0.000341 
