di 	gli 	gal 	gos3 	gos4 	lac 	 glb 
0.474350 	0.002524 	-0.001212 	0.003153 	-0.000634 	0.474267 	 0.000084 
0.485600 	0.010711 	-0.002284 	0.012714 	-0.000106 	0.485488 	 0.000113 
0.469119 	0.005403 	-0.003038 	0.007538 	-0.000572 	0.468978 	 0.000138 
0.481722 	0.009188 	-0.000898 	0.008267 	-0.000141 	0.481618 	 0.000097 
0.480944 	0.013225 	0.000719 	0.010193 	-0.000001 	0.480840 	 0.000115 
0.471935 	0.011333 	0.000482 	0.008803 	-0.000127 	0.471849 	 0.000080 
0.475615 	0.009631 	-0.002882 	0.012099 	-0.000413 	0.475488 	 0.000118 
0.469481 	0.014690 	-0.001542 	0.013553 	-0.000070 	0.469281 	 0.000183 
0.475678 	0.009730 	-0.000142 	0.007958 	-0.000115 	0.475578 	 0.000102 
0.461690 	0.010986 	0.001332 	0.008240 	-0.000184 	0.461612 	 0.000066 
0.459652 	0.018335 	0.002211 	0.013711 	0.000056 	0.459492 	 0.000158 
0.478020 	0.011378 	0.001203 	0.008578 	-0.000242 	0.477904 	 0.000112 
0.476618 	0.010696 	0.000244 	0.009362 	-0.000181 	0.476546 	 0.000058 
0.476664 	0.010981 	-0.000568 	0.010732 	-0.000109 	0.476502 	 0.000160 
0.480692 	0.010526 	0.002171 	0.006429 	-0.000198 	0.480590 	 0.000090 
0.471219 	0.018700 	0.003196 	0.013395 	0.000225 	0.471122 	 0.000081 
0.468946 	0.021641 	0.002669 	0.015612 	0.000485 	0.468763 	 0.000190 
0.474445 	0.010866 	-0.000843 	0.009792 	-0.000099 	0.474293 	 0.000148 
0.473321 	0.016140 	-0.000713 	0.013976 	-0.000052 	0.473089 	 0.000227 
0.458999 	0.023794 	-0.000918 	0.020391 	0.000452 	0.458705 	 0.000287 
0.464875 	0.019671 	-0.000677 	0.016500 	0.000138 	0.464592 	 0.000288 
0.475326 	0.015674 	-0.002057 	0.016117 	-0.000188 	0.475109 	 0.000220 
0.466434 	0.015218 	0.000176 	0.012973 	-0.000055 	0.466235 	 0.000193 
0.458617 	0.023206 	0.000407 	0.019118 	0.000282 	0.458330 	 0.000280 
0.458942 	0.019225 	0.001618 	0.014881 	0.000222 	0.458731 	 0.000196 
0.459209 	0.020680 	0.001061 	0.016279 	0.000261 	0.458972 	 0.000233 
0.451934 	0.026215 	0.002025 	0.019869 	0.000547 	0.451703 	 0.000230 
0.457542 	0.026636 	0.002705 	0.020399 	0.000464 	0.457281 	 0.000257 
0.456901 	0.020868 	0.000821 	0.016807 	0.000370 	0.456662 	 0.000229 
0.454646 	0.026357 	0.001466 	0.020056 	0.000622 	0.454361 	 0.000293 
0.458698 	0.025935 	0.002741 	0.019899 	0.000453 	0.458484 	 0.000218 
0.456613 	0.026677 	0.002412 	0.020257 	0.000458 	0.456330 	 0.000275 
0.458876 	0.026943 	0.002114 	0.021229 	0.000614 	0.458596 	 0.000261 
0.454466 	0.031249 	0.003421 	0.022669 	0.000776 	0.454170 	 0.000296 
0.447679 	0.032013 	0.003511 	0.023347 	0.000790 	0.447397 	 0.000290 
0.455215 	0.027573 	0.002585 	0.020337 	0.000466 	0.454966 	 0.000245 
0.453116 	0.023322 	0.002749 	0.017854 	0.000180 	0.452912 	 0.000209 
