0.348085 	0.019041 	0.012331 	0.013696 	 0.000758 
0.360602 	0.005870 	0.001739 	0.010397 	 0.000053 
0.336385 	0.059016 	0.039739 	0.039366 	 0.001955 
0.316741 	0.061580 	0.041187 	0.041004 	 0.001819 
0.316523 	0.064288 	0.041914 	0.043890 	 0.002518 
0.291440 	0.074546 	0.050894 	0.045902 	 0.003242 
0.343975 	0.068849 	0.046889 	0.042616 	 0.003045 
0.326924 	0.071842 	0.045845 	0.055480 	 0.003418 
0.306681 	0.074634 	0.051485 	0.041177 	 0.002630 
0.333169 	0.064145 	0.042343 	0.045163 	 0.003336 
0.326822 	0.071087 	0.046359 	0.051987 	 0.003525 
0.341338 	0.082140 	0.055500 	0.051505 	 0.002846 
0.289538 	0.069964 	0.047662 	0.042848 	 0.002129 
0.292062 	0.096148 	0.065156 	0.052831 	 0.002924 
0.285203 	0.083230 	0.058406 	0.043596 	 0.003001 
0.306547 	0.079569 	0.054779 	0.045806 	 0.003125 
0.295881 	0.087946 	0.060578 	0.050517 	 0.003830 
0.314704 	0.100541 	0.069110 	0.055737 	 0.004733 
0.300368 	0.091192 	0.061800 	0.052343 	 0.003720 
0.300394 	0.095697 	0.066153 	0.055876 	 0.004389 
0.267827 	0.099820 	0.068067 	0.060305 	 0.004731 
0.310687 	0.083501 	0.057496 	0.051387 	 0.004187 
0.277283 	0.074393 	0.053301 	0.039512 	 0.001468 
0.307614 	0.092634 	0.062941 	0.057466 	 0.004535 
0.333278 	0.070614 	0.047868 	0.046327 	 0.003387 
0.314620 	0.074104 	0.051680 	0.043876 	 0.003511 
0.269271 	0.096247 	0.066587 	0.055263 	 0.004292 
0.281230 	0.088732 	0.060531 	0.051116 	 0.004305 
0.297100 	0.081933 	0.056897 	0.049298 	 0.004685 
0.275299 	0.111694 	0.075977 	0.064608 	 0.005289 
0.258529 	0.104712 	0.073822 	0.055510 	 0.005159 
0.270908 	0.078555 	0.053470 	0.049448 	 0.004390 
0.244981 	0.093231 	0.065099 	0.049276 	 0.003841 
0.306903 	0.079131 	0.052695 	0.059714 	 0.004727 
0.271486 	0.083070 	0.058345 	0.047701 	 0.003197 
0.305759 	0.101744 	0.067845 	0.068544 	 0.005535 
0.280893 	0.111574 	0.076767 	0.063043 	 0.005970 
0.291462 	0.097275 	0.064842 	0.062468 	 0.005954 
0.279149 	0.097690 	0.067229 	0.056853 	 0.005460 
0.247472 	0.110899 	0.079208 	0.057611 	 0.005446 
0.275875 	0.086088 	0.060411 	0.048452 	 0.004887 
0.279805 	0.107424 	0.073995 	0.064085 	 0.005710 
0.290675 	0.096168 	0.065240 	0.063604 	 0.006394 
0.298419 	0.096871 	0.064619 	0.066705 	 0.006639 
0.247311 	0.090566 	0.063082 	0.050620 	 0.005396 
0.299312 	0.095384 	0.066511 	0.056222 	 0.006043 
0.308797 	0.097433 	0.066043 	0.067280 	 0.007311 
0.279590 	0.107867 	0.074468 	0.064504 	 0.006299 
0.287529 	0.103407 	0.070562 	0.062190 	 0.005904 
0.303409 	0.109893 	0.075424 	0.066590 	 0.006705 
0.258075 	0.114778 	0.078026 	0.068715 	 0.006843 
0.280893 	0.100927 	0.070169 	0.058391 	 0.006205 
0.304081 	0.078404 	0.054793 	0.048217 	 0.005138 
0.312783 	0.113048 	0.077352 	0.064826 	 0.007023 
0.257421 	0.110832 	0.077038 	0.063287 	 0.006823 
0.266151 	0.114448 	0.079890 	0.062819 	 0.006077 
0.289680 	0.108693 	0.074863 	0.065969 	 0.006735 
0.260909 	0.101032 	0.070281 	0.061180 	 0.006348 
0.243609 	0.104509 	0.073310 	0.059649 	 0.005798 
0.264815 	0.116878 	0.078957 	0.072478 	 0.007140 
0.283382 	0.118805 	0.081912 	0.073184 	 0.007501 
0.264383 	0.128827 	0.088361 	0.073123 	 0.007566 
0.276463 	0.115367 	0.079528 	0.068171 	 0.007205 
0.256046 	0.107987 	0.075063 	0.064285 	 0.006804 
0.269099 	0.124902 	0.084663 	0.079981 	 0.008291 
0.215868 	0.121816 	0.084809 	0.072988 	 0.007250 
0.272618 	0.117214 	0.079803 	0.069708 	 0.007339 
0.291090 	0.101919 	0.070106 	0.062661 	 0.007115 
0.262699 	0.116235 	0.081565 	0.062540 	 0.006854 
0.253561 	0.108483 	0.074172 	0.070447 	 0.007449 
0.206533 	0.128543 	0.088118 	0.076863 	 0.008136 
0.187787 	0.134705 	0.093657 	0.072850 	 0.007267 
0.262938 	0.117263 	0.081505 	0.065534 	 0.007436 
0.267033 	0.101381 	0.069904 	0.062582 	 0.006612 
0.256817 	0.118637 	0.082053 	0.072319 	 0.007862 
0.240214 	0.112945 	0.079037 	0.062805 	 0.007119 
0.284243 	0.104494 	0.071839 	0.065996 	 0.007603 
0.267668 	0.105006 	0.071273 	0.068854 	 0.007201 
0.256260 	0.103606 	0.072192 	0.057118 	 0.006378 
0.228067 	0.129848 	0.087711 	0.077524 	 0.008282 
0.218688 	0.114726 	0.078916 	0.066756 	 0.006675 
0.235702 	0.122590 	0.083370 	0.075929 	 0.007977 
0.247432 	0.118705 	0.082721 	0.067569 	 0.007343 
0.248298 	0.115397 	0.079167 	0.072007 	 0.007870 
0.237453 	0.139667 	0.096493 	0.078061 	 0.007902 
0.247561 	0.124578 	0.086137 	0.072709 	 0.007552 
0.231678 	0.113986 	0.080147 	0.066529 	 0.007614 
0.227413 	0.112082 	0.077724 	0.060863 	 0.006666 
0.231263 	0.108716 	0.074503 	0.069275 	 0.007327 
0.241944 	0.117520 	0.080332 	0.067986 	 0.007034 
0.249201 	0.125045 	0.086803 	0.070365 	 0.007575 
0.250477 	0.118720 	0.079968 	0.071457 	 0.007326 
0.264997 	0.130340 	0.088471 	0.080995 	 0.008786 
0.242022 	0.119807 	0.082480 	0.074394 	 0.007748 
0.220422 	0.116406 	0.082557 	0.063375 	 0.007880 
0.224106 	0.114264 	0.081526 	0.060666 	 0.007459 
