di 	gli 	gal 	gos3 	 gos4 
0.421712 	0.025315 	0.015287 	0.016668 	 -0.002039 
0.415271 	0.039098 	0.024037 	0.029935 	 -0.000253 
0.442387 	0.028453 	0.016125 	0.036072 	 -0.001286 
0.418352 	0.052181 	0.031391 	0.052141 	 0.000851 
0.428453 	0.051602 	0.031510 	0.051880 	 0.000151 
0.420784 	0.059182 	0.036641 	0.056565 	 0.000632 
0.408261 	0.061498 	0.037759 	0.059496 	 0.001244 
0.428314 	0.048564 	0.029627 	0.048802 	 -0.000005 
0.423611 	0.059578 	0.036708 	0.055970 	 0.000308 
0.417735 	0.058343 	0.035453 	0.056770 	 0.000115 
0.421588 	0.047158 	0.028395 	0.049234 	 0.000313 
0.409132 	0.057354 	0.034953 	0.057136 	 0.001312 
0.411785 	0.056892 	0.034439 	0.056048 	 0.000573 
0.414282 	0.048969 	0.029308 	0.053777 	 0.000709 
0.397318 	0.078473 	0.048887 	0.069610 	 0.001758 
0.416587 	0.059994 	0.036403 	0.062783 	 0.001306 
0.406579 	0.062776 	0.038720 	0.059227 	 0.001539 
0.413034 	0.068405 	0.042233 	0.064072 	 0.000998 
0.402050 	0.063152 	0.038746 	0.059955 	 0.001153 
0.404041 	0.061063 	0.037827 	0.058531 	 0.002023 
0.395272 	0.076475 	0.047504 	0.070079 	 0.002678 
0.402712 	0.069228 	0.043400 	0.060689 	 0.001610 
0.409279 	0.059661 	0.036672 	0.056815 	 0.000580 
0.386222 	0.077522 	0.047887 	0.071994 	 0.003373 
0.407797 	0.064103 	0.038925 	0.063716 	 0.001247 
0.394030 	0.077668 	0.048241 	0.070441 	 0.002248 
0.396409 	0.070340 	0.043753 	0.065034 	 0.002507 
0.392542 	0.069536 	0.042597 	0.066062 	 0.002265 
0.400509 	0.060954 	0.037700 	0.059224 	 0.002203 
0.389130 	0.080811 	0.050499 	0.072460 	 0.003152 
0.388008 	0.076610 	0.047739 	0.071022 	 0.002934 
0.385505 	0.079121 	0.048797 	0.075304 	 0.003490 
0.388408 	0.076975 	0.047607 	0.072198 	 0.002928 
0.391680 	0.073088 	0.045333 	0.068673 	 0.002757 
0.393574 	0.071963 	0.044477 	0.066865 	 0.002338 
0.392815 	0.068081 	0.042000 	0.063720 	 0.002453 
0.385753 	0.074577 	0.045968 	0.071970 	 0.003023 
0.384717 	0.075210 	0.046586 	0.071467 	 0.003131 
0.382655 	0.077997 	0.048200 	0.074200 	 0.003349 
0.371633 	0.087752 	0.054654 	0.079628 	 0.004318 
0.379639 	0.076511 	0.047258 	0.068992 	 0.002950 
0.366633 	0.083102 	0.051769 	0.073954 	 0.003865 
0.367994 	0.098854 	0.061688 	0.088034 	 0.004533 
0.383292 	0.077918 	0.048463 	0.072141 	 0.003338 
0.383249 	0.076310 	0.047713 	0.071809 	 0.003929 
0.377718 	0.081593 	0.050843 	0.076276 	 0.003658 
0.359432 	0.100311 	0.063082 	0.087336 	 0.005254 
0.369440 	0.086631 	0.054135 	0.076977 	 0.003743 
0.372937 	0.084062 	0.052675 	0.074754 	 0.003510 
0.362098 	0.100579 	0.063125 	0.085474 	 0.004429 
0.374249 	0.083267 	0.051501 	0.074894 	 0.002979 
0.362160 	0.084341 	0.052867 	0.075503 	 0.003874 
0.360058 	0.091331 	0.057383 	0.080379 	 0.004328 
0.374854 	0.086613 	0.055048 	0.072744 	 0.003880 
0.361952 	0.089067 	0.055848 	0.077770 	 0.004209 
0.347145 	0.101154 	0.063770 	0.087025 	 0.005369 
0.355491 	0.098799 	0.062396 	0.084791 	 0.005053 
0.354765 	0.097257 	0.061299 	0.083502 	 0.004768 
0.343904 	0.106312 	0.066892 	0.090945 	 0.004917 
0.364761 	0.088853 	0.055973 	0.080417 	 0.004979 
0.358003 	0.093389 	0.059077 	0.081523 	 0.004686 
0.343799 	0.110012 	0.069254 	0.093682 	 0.005754 
0.353314 	0.092871 	0.058252 	0.082449 	 0.004464 
0.357667 	0.090808 	0.056951 	0.081135 	 0.004486 
0.347838 	0.098641 	0.062141 	0.086178 	 0.005666 
0.330931 	0.115219 	0.073039 	0.096177 	 0.006748 
0.346603 	0.090479 	0.056668 	0.079807 	 0.004525 
0.339861 	0.102315 	0.064344 	0.089593 	 0.005281 
0.340089 	0.104969 	0.066333 	0.089449 	 0.006005 
0.337072 	0.109264 	0.069307 	0.092686 	 0.006484 
0.357158 	0.097397 	0.061479 	0.085731 	 0.004591 
0.344371 	0.097743 	0.061560 	0.084189 	 0.005223 
0.342891 	0.108052 	0.068407 	0.093424 	 0.005935 
0.336027 	0.114919 	0.073035 	0.096815 	 0.006269 
0.337760 	0.110677 	0.070080 	0.094535 	 0.006126 
0.345868 	0.100475 	0.063493 	0.085991 	 0.005650 
0.333824 	0.111124 	0.070251 	0.093650 	 0.005816 
0.349489 	0.102839 	0.065106 	0.087533 	 0.005177 
0.347947 	0.098273 	0.062503 	0.083302 	 0.005245 
0.326545 	0.114645 	0.072882 	0.094960 	 0.006445 
0.347704 	0.093674 	0.059054 	0.080083 	 0.004284 
0.328312 	0.106541 	0.067395 	0.088711 	 0.006103 
0.333991 	0.102584 	0.065077 	0.086873 	 0.005939 
0.337590 	0.102487 	0.065567 	0.083830 	 0.006051 
0.342271 	0.093368 	0.058857 	0.081568 	 0.004908 
0.344421 	0.098663 	0.062460 	0.084722 	 0.006129 
0.327156 	0.112314 	0.071463 	0.091444 	 0.006308 
0.329581 	0.101634 	0.064671 	0.085192 	 0.006061 
0.325880 	0.110644 	0.070119 	0.093789 	 0.005894 
0.333501 	0.103695 	0.065711 	0.087736 	 0.005475 
0.342254 	0.097531 	0.061997 	0.083211 	 0.005367 
0.330176 	0.105623 	0.067093 	0.088910 	 0.006007 
0.329832 	0.111300 	0.070619 	0.093261 	 0.006579 
0.324363 	0.121060 	0.077097 	0.101116 	 0.007122 
0.328695 	0.104049 	0.065744 	0.090313 	 0.006269 
0.333323 	0.100273 	0.063686 	0.084446 	 0.005909 
0.320539 	0.121404 	0.077457 	0.099606 	 0.007534 
0.337111 	0.103855 	0.065991 	0.089387 	 0.006209 
0.329141 	0.109678 	0.070235 	0.089476 	 0.006244 
0.319405 	0.114863 	0.073227 	0.095476 	 0.007411 
0.330250 	0.108793 	0.069477 	0.089763 	 0.006116 
0.319070 	0.120157 	0.077148 	0.093561 	 0.006947 
0.320733 	0.115880 	0.073995 	0.094568 	 0.006634 
0.322041 	0.110165 	0.070103 	0.090683 	 0.006482 
0.326563 	0.112787 	0.071969 	0.092808 	 0.005799 
0.321861 	0.110655 	0.070830 	0.089970 	 0.006720 
0.322639 	0.106903 	0.068157 	0.087627 	 0.006231 
0.323457 	0.119150 	0.076412 	0.096801 	 0.006979 
0.317643 	0.113893 	0.073083 	0.092872 	 0.006883 
0.317937 	0.118188 	0.076231 	0.094623 	 0.007070 
0.310745 	0.133159 	0.086092 	0.102245 	 0.007839 
0.323661 	0.121745 	0.078034 	0.098329 	 0.006840 
0.315923 	0.125899 	0.081018 	0.102563 	 0.008001 
0.326910 	0.110195 	0.070747 	0.088225 	 0.006082 
0.318986 	0.110708 	0.070881 	0.089866 	 0.006607 
0.306062 	0.127978 	0.082375 	0.098219 	 0.006868 
0.316115 	0.119921 	0.076758 	0.097987 	 0.007438 
0.315364 	0.116760 	0.075130 	0.093363 	 0.007494 
0.319809 	0.115343 	0.074302 	0.093522 	 0.007445 
0.317137 	0.113131 	0.072506 	0.090032 	 0.006101 
0.315050 	0.114432 	0.073617 	0.092047 	 0.007122 
0.320173 	0.119222 	0.076473 	0.096370 	 0.006440 
0.301653 	0.139226 	0.090179 	0.107108 	 0.008597 
0.296833 	0.138417 	0.089360 	0.107476 	 0.008138 
0.284205 	0.149170 	0.095785 	0.116836 	 0.008755 
0.299149 	0.140825 	0.091195 	0.110184 	 0.008648 
0.297849 	0.133447 	0.085912 	0.106903 	 0.007974 
0.316528 	0.119315 	0.077376 	0.090622 	 0.006720 
0.303928 	0.136905 	0.089098 	0.103625 	 0.008559 
0.307874 	0.124350 	0.080250 	0.095713 	 0.006669 
0.296831 	0.138013 	0.089130 	0.108334 	 0.008430 
0.288179 	0.140424 	0.091007 	0.107312 	 0.008942 
0.302363 	0.129181 	0.083380 	0.100514 	 0.007337 
0.304072 	0.133738 	0.086326 	0.105773 	 0.008112 
0.304949 	0.131498 	0.084944 	0.102688 	 0.007857 
0.304753 	0.119458 	0.076661 	0.094642 	 0.006852 
0.284308 	0.137076 	0.088945 	0.104990 	 0.008875 
0.296576 	0.139014 	0.090376 	0.103924 	 0.008410 
0.311913 	0.131630 	0.085384 	0.098215 	 0.006427 
0.296981 	0.134002 	0.087254 	0.102635 	 0.008094 
0.287136 	0.137788 	0.089012 	0.107093 	 0.008893 
0.281085 	0.146900 	0.094681 	0.114573 	 0.008856 
0.289070 	0.130809 	0.084649 	0.101330 	 0.008342 
0.308021 	0.122255 	0.079467 	0.092689 	 0.006929 
0.304058 	0.131069 	0.085201 	0.100571 	 0.007570 
0.295273 	0.144293 	0.094197 	0.107367 	 0.008407 
0.285745 	0.143127 	0.093146 	0.105836 	 0.008291 
0.291239 	0.140219 	0.091320 	0.104023 	 0.007972 
0.284146 	0.138328 	0.089652 	0.105682 	 0.008997 
0.290001 	0.125863 	0.081903 	0.093485 	 0.007671 
0.290596 	0.139984 	0.090760 	0.105595 	 0.008456 
0.292626 	0.131080 	0.085041 	0.097686 	 0.007525 
0.281426 	0.142281 	0.092488 	0.104363 	 0.007769 
0.297073 	0.132699 	0.086045 	0.102467 	 0.007812 
0.288197 	0.132096 	0.086082 	0.097742 	 0.008336 
0.293189 	0.136024 	0.088459 	0.103122 	 0.008285 
0.285801 	0.138158 	0.090193 	0.102195 	 0.008546 
0.271462 	0.150755 	0.098290 	0.110250 	 0.009397 
0.291388 	0.135810 	0.088603 	0.098934 	 0.007719 
0.285975 	0.136293 	0.088811 	0.100967 	 0.007894 
0.293282 	0.134183 	0.087468 	0.099276 	 0.007318 
