di 	gli 	gal 	gos3 	 gos4 
0.220001 	0.051403 	0.036259 	0.028579 	 0.000913 
0.204574 	0.058087 	0.040223 	0.031056 	 0.001353 
0.224577 	0.054690 	0.037097 	0.035572 	 0.000842 
0.205619 	0.062095 	0.042362 	0.038762 	 0.001058 
0.244041 	0.060049 	0.041519 	0.038616 	 0.001943 
0.229732 	0.063261 	0.042729 	0.042160 	 0.001673 
0.255188 	0.056855 	0.037542 	0.038916 	 0.001108 
0.193925 	0.059748 	0.040803 	0.039622 	 0.000151 
0.224733 	0.063642 	0.042810 	0.046035 	 0.002247 
0.223528 	0.050348 	0.034977 	0.034748 	 0.000648 
0.256871 	0.064166 	0.043509 	0.043872 	 0.002672 
0.217845 	0.065687 	0.046001 	0.039584 	 0.001890 
0.199858 	0.071554 	0.049088 	0.047376 	 0.002456 
0.205477 	0.077122 	0.052468 	0.050899 	 0.003125 
0.237111 	0.064665 	0.043681 	0.046648 	 0.002396 
0.199576 	0.071606 	0.049152 	0.044168 	 0.002241 
0.192703 	0.071576 	0.048831 	0.044252 	 0.001518 
0.209647 	0.066166 	0.045311 	0.041357 	 0.002094 
0.205971 	0.084615 	0.057487 	0.054551 	 0.003192 
0.225657 	0.073321 	0.049685 	0.048312 	 0.003114 
0.260983 	0.082941 	0.055782 	0.057384 	 0.004149 
0.248243 	0.075015 	0.051091 	0.052325 	 0.003795 
0.159416 	0.075482 	0.052639 	0.044998 	 0.002480 
0.223871 	0.080040 	0.054056 	0.052634 	 0.003321 
0.218915 	0.077274 	0.051824 	0.052086 	 0.003223 
0.244841 	0.079271 	0.054110 	0.050163 	 0.003626 
0.166082 	0.073667 	0.050922 	0.046611 	 0.002433 
0.216844 	0.077243 	0.053164 	0.047529 	 0.003751 
0.245542 	0.080728 	0.054622 	0.057111 	 0.004440 
0.182660 	0.070227 	0.048690 	0.040726 	 0.001880 
0.163108 	0.084305 	0.058140 	0.049787 	 0.003471 
0.199928 	0.078478 	0.054183 	0.048222 	 0.003309 
0.189732 	0.067999 	0.047538 	0.038926 	 0.002178 
0.206269 	0.070280 	0.048282 	0.043905 	 0.002884 
0.189751 	0.064691 	0.045562 	0.037935 	 0.002164 
0.206815 	0.072399 	0.049383 	0.043865 	 0.002836 
0.205586 	0.059176 	0.041262 	0.037262 	 0.002533 
0.221735 	0.071334 	0.048834 	0.045897 	 0.003113 
0.206087 	0.068947 	0.047358 	0.043259 	 0.002659 
0.190352 	0.075556 	0.051864 	0.046284 	 0.002721 
0.213293 	0.073315 	0.050041 	0.047738 	 0.003127 
0.222159 	0.070446 	0.048423 	0.043127 	 0.002671 
0.183387 	0.083805 	0.057484 	0.053834 	 0.003468 
0.227485 	0.070386 	0.048752 	0.048703 	 0.003671 
0.208311 	0.067062 	0.047230 	0.038575 	 0.003272 
0.186738 	0.080596 	0.054305 	0.052794 	 0.003228 
0.207188 	0.079612 	0.055006 	0.052240 	 0.003721 
0.171404 	0.077798 	0.053478 	0.048321 	 0.003137 
0.199716 	0.067632 	0.047444 	0.040329 	 0.002233 
0.170925 	0.067292 	0.047258 	0.035582 	 0.001506 
0.200967 	0.074849 	0.050806 	0.045961 	 0.002808 
0.200803 	0.071914 	0.049207 	0.044045 	 0.002667 
0.196437 	0.077575 	0.052542 	0.048439 	 0.002685 
0.185105 	0.070136 	0.048070 	0.043813 	 0.002624 
0.190687 	0.075138 	0.051663 	0.046813 	 0.003113 
0.217385 	0.076202 	0.052267 	0.045937 	 0.003287 
0.192609 	0.078709 	0.053929 	0.047979 	 0.003130 
0.179688 	0.064678 	0.045249 	0.036841 	 0.002193 
0.202973 	0.063966 	0.045003 	0.036137 	 0.002317 
0.199089 	0.089591 	0.060214 	0.057647 	 0.003981 
0.163845 	0.076231 	0.052955 	0.042664 	 0.002260 
0.184326 	0.068378 	0.047339 	0.039757 	 0.002682 
0.170657 	0.082045 	0.056750 	0.051037 	 0.003239 
0.186840 	0.076452 	0.052218 	0.050567 	 0.003378 
0.161074 	0.076122 	0.053674 	0.040009 	 0.002805 
0.186739 	0.085370 	0.058894 	0.050984 	 0.003966 
0.193486 	0.072811 	0.050081 	0.046862 	 0.002940 
0.163225 	0.074681 	0.052034 	0.042159 	 0.002416 
0.172929 	0.074282 	0.051373 	0.045792 	 0.002679 
0.167092 	0.066289 	0.047377 	0.032795 	 0.002200 
0.178102 	0.085769 	0.057948 	0.055153 	 0.003344 
0.207114 	0.076306 	0.052910 	0.043851 	 0.003247 
0.168162 	0.073933 	0.051648 	0.040576 	 0.002221 
0.163425 	0.084888 	0.057948 	0.050490 	 0.003321 
0.190033 	0.072927 	0.051340 	0.040272 	 0.002995 
0.174970 	0.078622 	0.054056 	0.048762 	 0.002978 
0.194173 	0.073181 	0.050443 	0.042671 	 0.002643 
0.211501 	0.075033 	0.052215 	0.043149 	 0.003536 
0.160175 	0.083506 	0.057984 	0.045955 	 0.002764 
0.169718 	0.075352 	0.052366 	0.042912 	 0.002804 
0.177533 	0.079310 	0.054827 	0.047894 	 0.003364 
0.141464 	0.083785 	0.058110 	0.049003 	 0.003041 
0.190907 	0.080455 	0.055434 	0.049810 	 0.004120 
0.186350 	0.075065 	0.052355 	0.042259 	 0.002879 
0.145789 	0.070528 	0.050673 	0.034183 	 0.002106 
0.177309 	0.071603 	0.050968 	0.037449 	 0.002541 
0.194688 	0.078236 	0.053994 	0.045800 	 0.003426 
0.184522 	0.083623 	0.058091 	0.049261 	 0.003688 
0.195011 	0.081541 	0.056181 	0.046410 	 0.003444 
0.175937 	0.084222 	0.057959 	0.049440 	 0.003068 
0.186019 	0.080656 	0.055489 	0.047806 	 0.003343 
0.165812 	0.086524 	0.059637 	0.050086 	 0.003026 
0.150770 	0.090798 	0.062975 	0.050998 	 0.003757 
0.192880 	0.096646 	0.066986 	0.056761 	 0.005433 
0.168829 	0.096269 	0.066333 	0.057647 	 0.004275 
0.187941 	0.093244 	0.064437 	0.052151 	 0.004228 
0.157173 	0.085735 	0.059957 	0.047300 	 0.003943 
0.164457 	0.083817 	0.058737 	0.046409 	 0.003710 
0.153473 	0.078500 	0.055649 	0.040810 	 0.003210 
0.157984 	0.079859 	0.055969 	0.045580 	 0.002683 
0.177244 	0.075151 	0.053298 	0.036888 	 0.002612 
0.164089 	0.083899 	0.058417 	0.047089 	 0.003507 
0.145226 	0.087815 	0.060859 	0.050310 	 0.003223 
0.163670 	0.080449 	0.056192 	0.047641 	 0.002722 
0.148229 	0.078158 	0.054474 	0.040369 	 0.001995 
0.188301 	0.089488 	0.061581 	0.053104 	 0.004417 
0.170676 	0.090979 	0.062960 	0.051188 	 0.003867 
0.148940 	0.083128 	0.058346 	0.046031 	 0.003064 
0.178007 	0.077492 	0.054349 	0.042617 	 0.003311 
0.162831 	0.084787 	0.058797 	0.049249 	 0.003444 
0.175087 	0.087182 	0.060634 	0.050865 	 0.003941 
0.177303 	0.086536 	0.059871 	0.050570 	 0.003939 
0.149665 	0.075227 	0.053702 	0.038434 	 0.002845 
0.159957 	0.085086 	0.058913 	0.045226 	 0.002754 
0.115108 	0.093742 	0.065682 	0.048929 	 0.002902 
0.177753 	0.087069 	0.060181 	0.049677 	 0.003772 
0.140352 	0.093368 	0.064722 	0.051456 	 0.003169 
0.151343 	0.092248 	0.064189 	0.051889 	 0.004089 
0.143758 	0.088182 	0.061051 	0.046896 	 0.002753 
0.168230 	0.090698 	0.062317 	0.052996 	 0.003098 
0.123613 	0.086209 	0.061805 	0.041220 	 0.003204 
0.148873 	0.090681 	0.063111 	0.048010 	 0.003671 
0.164528 	0.080011 	0.056891 	0.040175 	 0.003704 
0.151895 	0.085401 	0.060789 	0.044369 	 0.003444 
0.144842 	0.092693 	0.064586 	0.049518 	 0.003086 
0.143635 	0.081869 	0.058403 	0.039832 	 0.002542 
0.157573 	0.086285 	0.059877 	0.050728 	 0.003203 
0.149328 	0.092549 	0.064929 	0.048497 	 0.003859 
0.148826 	0.085944 	0.060878 	0.044923 	 0.003571 
0.155564 	0.088471 	0.061860 	0.045942 	 0.003636 
0.135106 	0.094163 	0.065998 	0.050664 	 0.003664 
0.132090 	0.087458 	0.061387 	0.043214 	 0.002454 
0.148701 	0.089793 	0.062817 	0.047596 	 0.003450 
0.120882 	0.086440 	0.061847 	0.038808 	 0.002516 
0.151146 	0.086375 	0.060459 	0.044673 	 0.003207 
0.119817 	0.092395 	0.065788 	0.045414 	 0.003677 
0.137204 	0.098084 	0.068672 	0.053573 	 0.003825 
0.132508 	0.092096 	0.065326 	0.048549 	 0.003938 
0.146833 	0.094971 	0.066312 	0.050127 	 0.003943 
0.154499 	0.084437 	0.058967 	0.045029 	 0.003007 
0.161694 	0.089851 	0.063265 	0.043954 	 0.003582 
0.189474 	0.093015 	0.064509 	0.051579 	 0.004916 
0.130160 	0.097719 	0.068442 	0.049801 	 0.003482 
0.141285 	0.088202 	0.063243 	0.041661 	 0.003571 
0.158938 	0.087131 	0.062374 	0.042698 	 0.004383 
0.126213 	0.090555 	0.064837 	0.044372 	 0.003579 
0.117688 	0.086763 	0.062013 	0.039249 	 0.002433 
0.148102 	0.089664 	0.063962 	0.043069 	 0.003472 
0.120286 	0.099551 	0.070404 	0.050251 	 0.004304 
0.158833 	0.095331 	0.066713 	0.051033 	 0.004343 
0.110927 	0.095255 	0.067775 	0.045003 	 0.002949 
0.146106 	0.093957 	0.066473 	0.044929 	 0.003376 
0.135528 	0.094077 	0.066187 	0.045473 	 0.003236 
0.164480 	0.091446 	0.064590 	0.046303 	 0.004744 
0.180377 	0.091730 	0.064225 	0.047064 	 0.004714 
0.159173 	0.097324 	0.068660 	0.050455 	 0.004702 
0.153318 	0.097368 	0.068193 	0.049966 	 0.003959 
0.117055 	0.082512 	0.060132 	0.035775 	 0.002689 
0.154454 	0.097219 	0.068102 	0.051355 	 0.003890 
0.149584 	0.093258 	0.065903 	0.048936 	 0.004174 
0.100970 	0.096880 	0.068426 	0.046004 	 0.002918 
0.139072 	0.104766 	0.073880 	0.054640 	 0.005313 
0.156253 	0.098949 	0.068999 	0.052771 	 0.003521 
0.143958 	0.088893 	0.063070 	0.041458 	 0.003274 
0.160197 	0.090754 	0.064255 	0.044175 	 0.003671 
0.092420 	0.100619 	0.070689 	0.051281 	 0.002921 
0.115620 	0.092177 	0.065435 	0.042297 	 0.003139 
0.129007 	0.090874 	0.065052 	0.042349 	 0.003439 
0.135642 	0.098475 	0.068797 	0.056562 	 0.004097 
0.075437 	0.099826 	0.070694 	0.047970 	 0.002956 
0.121441 	0.106915 	0.075165 	0.053352 	 0.004405 
0.113081 	0.098337 	0.070432 	0.045228 	 0.003843 
0.112454 	0.093682 	0.067705 	0.038297 	 0.002986 
0.150600 	0.094770 	0.067197 	0.048508 	 0.004216 
0.165922 	0.105290 	0.074014 	0.054284 	 0.005313 
0.131930 	0.091160 	0.064885 	0.042819 	 0.003329 
0.160618 	0.096470 	0.068496 	0.047990 	 0.004219 
0.141505 	0.099352 	0.070523 	0.045889 	 0.003877 
0.130734 	0.098134 	0.070467 	0.042899 	 0.003686 
0.120214 	0.106339 	0.074889 	0.052739 	 0.004293 
0.165605 	0.094447 	0.066885 	0.047664 	 0.004221 
0.123610 	0.107307 	0.075708 	0.054565 	 0.003913 
0.116249 	0.111558 	0.078411 	0.054791 	 0.004479 
0.108865 	0.101949 	0.072767 	0.046441 	 0.004136 
0.097742 	0.101214 	0.073200 	0.044755 	 0.003871 
0.113006 	0.101586 	0.072512 	0.048938 	 0.004301 
0.146034 	0.102347 	0.072257 	0.050818 	 0.004676 
